external_compound_id,preferred_name,compound_family,strict_inclusion_class,direct_fks_inhibitory_evidence_rows,all_candidate_activity_rows_for_included_compound,mechanism_scope,fks1_specificity,smiles_canonical,inchikey,source_ids,manual_decision,manual_note,review_priority
EXT-FKS-0092,CHEMBL415843,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,2,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CCCCCCCCCCCCC[C@@H]1CC(=O)N[C@H]([C@@H](C)O)C(=O)N[C@H](C)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](C(C)C)C(=O)N2C[C@H](O)C[C@H]2C(=O)N[C@H]([C@@H](C)O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N2CC[C@H](O)[C@H]2C(=O)N[C@@H]([C@H](O)CC(N)=O)C(=O)NCC(=O)N[C@H]([C@@H](C)O)C(=O)N[C@@H](CCCN(CCCN)C(=O)[C@H](CCCN)N(CCN)CCN)C(=O)O1,WRLKNYWWAPRBTD-MUYNXBBSSA-N,ChEMBL:CHEMBL415843,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0210,CHEMBL428110,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,2,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CCC(C)CC(C)CCCCCCCCC(=O)N[C@H]1C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@H](O)CCN(C)C)NC(=O)[C@H]([C@H](O)[C@@H](O)c2ccc(O)cc2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,KSPHQGHIKWDZMN-FJZLEIPDSA-N,ChEMBL:CHEMBL428110,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0093,CHEMBL428264,pneumocandin,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,2,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CCC(C)CC(C)CCCCCCCCC(=O)N[C@@H]1C[C@@H](O)CNC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@@H](O)CC(N)=O)NC(=O)[C@H]([C@@H](O)Cc2ccc(O)cc2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,ZDGSWUBIMMFISL-OMEKCKKKSA-N,ChEMBL:CHEMBL428264,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0211,CHEMBL428798,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,2,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CCC(C)CC(C)CCCCCCCCC(=O)N[C@H]1C[C@@H](O)CNC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@H](O)CC(=O)O)NC(=O)[C@H]([C@H](O)Cc2ccc(O)cc2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,BYDYOAYMMFPOIW-IQTRWBIESA-N,ChEMBL:CHEMBL428798,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0212,CHEMBL437438,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,2,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CCC(C)CC(C)CCCCCCCCC(=O)N[C@H]1C[C@@H](O)CNC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@H](O)CC(N)=O)NC(=O)[C@H]([C@H](O)Cc2ccc(O)cc2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,ZDGSWUBIMMFISL-IQTRWBIESA-N,ChEMBL:CHEMBL437438,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0094,CHEMBL439260,pneumocandin,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,2,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CCC(C)CC(C)CCCCCCCCC(=O)N[C@@H]1C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@@H](O)CC(N)=O)NC(=O)[C@H]([C@@H](O)[C@H](O)c2ccc(O)c(NC(C)=O)c2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,XRNDGTRTKPYKPG-CEXKYUCZSA-N,ChEMBL:CHEMBL439260,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0095,CHEMBL441213,pneumocandin,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,2,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CCC(C)CC(C)CCCCCCCCC(=O)N[C@@H]1C[C@@H](O)CNC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@@H](O)CC(N)=O)NC(=O)[C@H]([C@@H](O)Cc2ccc(O)c(CCO)c2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,LSIMKAYAOQPVPD-ZWCVPZMSSA-N,ChEMBL:CHEMBL441213,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0213,CHEMBL442306,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,2,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CCC(C)CC(C)CCCCCCCCC(=O)N[C@H]1C[C@@H](O)CNC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@H](O)CC(=O)NCCCCCC(=O)O)NC(=O)[C@H]([C@H](O)Cc2ccc(O)cc2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,NWUGPRIMAOZNPT-NBNRWQCGSA-N,ChEMBL:CHEMBL442306,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0110,CHEMBL1253514,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CCCCCCCCOc1ccc(NC(=O)C(CCCNC(=O)OC(C)(C)C)NC(=O)/C=C/c2ccc(O)c(O)c2)cc1,OKJVVSRMMOTBCQ-XSFVSMFZSA-N,ChEMBL:CHEMBL1253514,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0111,CHEMBL1254586,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CCCCCCCCOc1ccc(NC(=O)C(CCCN)NC(=O)[C@]2(O)C[C@@H](O)[C@@H](O)[C@H](O)C2)cc1,HFZRBOQOEOYULI-GCYSLVJSSA-N,ChEMBL:CHEMBL1254586,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0112,CHEMBL1254587,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CCCCCCCCOc1ccc(NC(=O)[C@]2(O)C[C@@H](O)[C@@H](O)[C@H](O)C2)cc1,REOJVSKXQSLVIC-XCJLJZCSSA-N,ChEMBL:CHEMBL1254587,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0113,CHEMBL1254665,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CCCCCCCCOc1ccc(NC(=O)C(NC(=O)[C@]2(O)C[C@@H](O)[C@@H](O)[C@H](O)C2)C(C)O)cc1,VFKYWENFHUNGIR-AZNHSDBPSA-N,ChEMBL:CHEMBL1254665,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0114,CHEMBL1254666,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CCCCCCCCOc1ccc(NC(=O)C(CC(=O)O)NC(=O)[C@]2(O)C[C@@H](O)[C@@H](O)[C@H](O)C2)cc1,ABWVWFSSNXFYHC-UTYTUGOQSA-N,ChEMBL:CHEMBL1254666,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0115,CHEMBL1254748,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CCCCCCCCOc1ccc(NC(=O)C(CCCN)NC(=O)/C=C/c2ccc(O)c(O)c2)cc1,VXHOTIXTDQAMLQ-GZTJUZNOSA-N,ChEMBL:CHEMBL1254748,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0116,CHEMBL1254749,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CCCCCCCCOc1ccc(NC(=O)/C=C/c2ccc(O)c(O)c2)cc1,MRBWPWAYLSFVGL-OQLLNIDSSA-N,ChEMBL:CHEMBL1254749,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0117,CHEMBL1254833,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CCCCCCCCOc1ccc(NC(=O)C(NC(=O)/C=C/c2ccc(O)c(O)c2)C(C)O)cc1,IHIWXSUSYPDNEP-MHWRWJLKSA-N,ChEMBL:CHEMBL1254833,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0118,CHEMBL1254834,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CCCCCCCCOc1ccc(NC(=O)C(CC(=O)O)NC(=O)/C=C/c2ccc(O)c(O)c2)cc1,BUEVNTFVIWXERB-OQLLNIDSSA-N,ChEMBL:CHEMBL1254834,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0119,CHEMBL1254920,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CCCCCCCCOc1ccc(NC(=O)C(NC(=O)/C=C/c2ccc(O)c(O)c2)C(C)OC(C)(C)C)cc1,SUMSRFHRSFADQZ-CPNJWEJPSA-N,ChEMBL:CHEMBL1254920,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0120,CHEMBL1255007,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CCCCCCCCOc1ccc(NC(=O)C(CC(=O)OC(C)(C)C)NC(=O)/C=C/c2ccc(O)c(O)c2)cc1,YYKJRRLNAZNNNH-LDADJPATSA-N,ChEMBL:CHEMBL1255007,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0222,CHEMBL1684735,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,O=c1c(OC2CCCC2)c(N2CCN(S(=O)(=O)c3ccccn3)CC2)cnn1-c1ccccc1,FQMWXJLWLYJZCP-UHFFFAOYSA-N,ChEMBL:CHEMBL1684735,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0223,CHEMBL1684736,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CS(=O)(=O)N1CCN(c2cnn(-c3ccccc3)c(=O)c2OC2CCCC2)CC1,GKFXYFGFTRLRRI-UHFFFAOYSA-N,ChEMBL:CHEMBL1684736,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0224,CHEMBL1684738,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,O=c1c(C2CCCCC2)c(N2CCN(S(=O)(=O)Cc3ccccc3)CC2)cnn1-c1ccccc1,AGNVZANKXXDAQI-UHFFFAOYSA-N,ChEMBL:CHEMBL1684738,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0225,CHEMBL1684739,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,O=c1c(OC2CCCCC2)c(N2CCN(S(=O)(=O)Cc3ccccc3)CC2)cnn1-c1ccccc1,UXWIXISQOYNQFJ-UHFFFAOYSA-N,ChEMBL:CHEMBL1684739,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0226,CHEMBL1684740,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,O=c1c(OC2CCCC2)c(N2CCN(S(=O)(=O)Cc3ccccc3)CC2)cnn1-c1ccccc1,ZSHWMAHJZIDZDV-UHFFFAOYSA-N,ChEMBL:CHEMBL1684740,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0227,CHEMBL1684741,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CCOCCCNc1c(N2CCN(S(=O)(=O)Cc3ccccc3)CC2)cnn(-c2ccccc2)c1=O,NKAHVNIWQOFVPE-UHFFFAOYSA-N,ChEMBL:CHEMBL1684741,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0228,CHEMBL1684742,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CCCCCCCc1c(N2CCN(S(=O)(=O)Cc3ccccc3)CC2)cnn(-c2ccccc2)c1=O,OCKYDJCTBIRFEU-UHFFFAOYSA-N,ChEMBL:CHEMBL1684742,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0229,CHEMBL1684743,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CCCCCCCOc1c(N2CCN(S(=O)(=O)Cc3ccccc3)CC2)cnn(-c2ccccc2)c1=O,VHCRXCFKPSHOPU-UHFFFAOYSA-N,ChEMBL:CHEMBL1684743,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0230,CHEMBL1684745,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CCCCCCCSc1c(N2CCN(S(=O)(=O)Cc3ccccc3)CC2)cnn(-c2ccccc2)c1=O,TVJCKLPNTDOZMX-UHFFFAOYSA-N,ChEMBL:CHEMBL1684745,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0231,CHEMBL1684746,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CCCCCCC[S+]([O-])c1c(N2CCN(S(=O)(=O)Cc3ccccc3)CC2)cnn(-c2ccccc2)c1=O,MXGOCUVMYFAMEX-UHFFFAOYSA-N,ChEMBL:CHEMBL1684746,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0232,CHEMBL1684747,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CCCCCCCS(=O)(=O)c1c(N2CCN(S(=O)(=O)Cc3ccccc3)CC2)cnn(-c2ccccc2)c1=O,GXDKXMMTTBUAIL-UHFFFAOYSA-N,ChEMBL:CHEMBL1684747,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0233,CHEMBL1684748,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CC1CN(S(=O)(=O)Cc2ccccc2)CCN1c1cnn(-c2ccccc2)c(=O)c1OC1CCCCC1,JIQPKWRFTBEWJX-UHFFFAOYSA-N,ChEMBL:CHEMBL1684748,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0234,CHEMBL1684749,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,C[C@@H]1CN(c2cnn(-c3ccccc3)c(=O)c2OC2CCCCC2)CCN1S(=O)(=O)Cc1ccccc1,KEZNHCHVWILAOL-JOCHJYFZSA-N,ChEMBL:CHEMBL1684749,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0235,CHEMBL1684750,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,C[C@H]1CN(c2cnn(-c3ccccc3)c(=O)c2OC2CCCCC2)CCN1S(=O)(=O)Cc1ccccc1,KEZNHCHVWILAOL-QFIPXVFZSA-N,ChEMBL:CHEMBL1684750,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0236,CHEMBL1684880,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,O=c1c(OC2CCCCC2)c(N2CC3CC2CN3S(=O)(=O)Cc2ccccc2)cnn1-c1ccccc1,HAVOJLUPXNKDIA-UHFFFAOYSA-N,ChEMBL:CHEMBL1684880,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0237,CHEMBL1684881,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,O=c1c(OC2CCCC2)c(N2CCN(S(=O)(=O)Cc3ccccn3)CC2)cnn1-c1ccccc1,WHHXHILONURIJR-UHFFFAOYSA-N,ChEMBL:CHEMBL1684881,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0238,CHEMBL1684882,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,O=c1c(OC2CCCC2)c(N2CCN(S(=O)(=O)Cc3cccnc3)CC2)cnn1-c1ccccc1,CASIUAKMOOLEBE-UHFFFAOYSA-N,ChEMBL:CHEMBL1684882,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0239,CHEMBL1684883,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,O=c1c(OC2CCCC2)c(N2CCN(S(=O)(=O)c3ccccc3)CC2)cnn1-c1ccccc1,UTOCOKFXNJUQML-UHFFFAOYSA-N,ChEMBL:CHEMBL1684883,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0240,CHEMBL1684884,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CC(C)S(=O)(=O)N1CCN(c2cnn(-c3ccccc3)c(=O)c2OC2CCCC2)CC1,DQHLCDHTMHQORA-UHFFFAOYSA-N,ChEMBL:CHEMBL1684884,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0241,CHEMBL1684885,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CC(C)S(=O)(=O)N1CCN(c2cnn(C3CCCCC3)c(=O)c2OC2CCCC2)CC1,DVVMAGQLCADPTB-UHFFFAOYSA-N,ChEMBL:CHEMBL1684885,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0242,CHEMBL1684886,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CC(C)S(=O)(=O)N1CCN(c2cnn(-c3cccnc3)c(=O)c2OC2CCCC2)CC1,QNBRNFREOQWZAW-UHFFFAOYSA-N,ChEMBL:CHEMBL1684886,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0243,CHEMBL1684887,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CC(C)S(=O)(=O)N1CCN(c2cnn(-c3nccs3)c(=O)c2OC2CCCC2)CC1,KCELRDOPJWBXIF-UHFFFAOYSA-N,ChEMBL:CHEMBL1684887,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0244,CHEMBL1684888,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CC(C)S(=O)(=O)N1CCN(c2cnn(-c3cccc(F)c3)c(=O)c2OC2CCCC2)CC1,IINZLWKFWGEANY-UHFFFAOYSA-N,ChEMBL:CHEMBL1684888,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0245,CHEMBL1684889,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CC(C)S(=O)(=O)N1CCN(c2cnn(-c3cccc(Cl)c3)c(=O)c2OC2CCCC2)CC1,YAHQVPCQFKMMBM-UHFFFAOYSA-N,ChEMBL:CHEMBL1684889,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0246,CHEMBL1684890,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CC(C)S(=O)(=O)N1CCN(c2cnn(-c3cc(F)cc(F)c3)c(=O)c2OC2CCCC2)CC1,SYTUICNIXKADNT-UHFFFAOYSA-N,ChEMBL:CHEMBL1684890,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0247,CHEMBL1684891,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CC(C)S(=O)(=O)N1CCN(c2cnn(-c3cc(F)cc(Cl)c3)c(=O)c2OC2CCCC2)CC1,ICGWQYPBWJLEEE-UHFFFAOYSA-N,ChEMBL:CHEMBL1684891,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0248,CHEMBL1684892,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CC(C)S(=O)(=O)N1CCN(c2cnn(-c3cc(Cl)cc(Cl)c3)c(=O)c2OC2CCCC2)CC1,FYWQMMQDNIDDRZ-UHFFFAOYSA-N,ChEMBL:CHEMBL1684892,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0249,CHEMBL1684893,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CC(C)S(=O)(=O)N1CCN(c2cnn(-c3cccc(O)c3)c(=O)c2OC2CCCC2)CC1,KNXPEVDXRBRBHA-UHFFFAOYSA-N,ChEMBL:CHEMBL1684893,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0250,CHEMBL1684894,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CC(C)S(=O)(=O)N1CCN(c2cnn(-c3cccc(N)c3)c(=O)c2OC2CCCC2)CC1,NSJSJOQFTUSIML-UHFFFAOYSA-N,ChEMBL:CHEMBL1684894,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0251,CHEMBL1684895,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CC(C)S(=O)(=O)N1CCN(c2cnn(-c3cccc(F)c3)c(=O)c2OC2CCC(F)C2)CC1,IIYRCYKWLXYHME-UHFFFAOYSA-N,ChEMBL:CHEMBL1684895,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0252,CHEMBL1684896,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CC(C)S(=O)(=O)N1CCN(c2cnn(-c3cccc(F)c3)c(=O)c2OC2CCC(F)(F)C2)CC1,MNCNNPYUCKJSQH-UHFFFAOYSA-N,ChEMBL:CHEMBL1684896,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0253,CHEMBL1684897,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CC(C)S(=O)(=O)N1CCN(c2cnn(-c3cc(F)cc(F)c3)c(=O)c2OC2CCC(F)C2)CC1,WRTLWHJYYOYYFJ-UHFFFAOYSA-N,ChEMBL:CHEMBL1684897,,,P1_verify_direct_inhibition_evidence
