external_compound_id,preferred_name,compound_family,strict_inclusion_class,direct_fks_inhibitory_evidence_rows,all_candidate_activity_rows_for_included_compound,mechanism_scope,fks1_specificity,smiles_canonical,inchikey,source_ids,manual_decision,manual_note,review_priority
EXT-FKS-0307,CHEMBL2059476,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,O=c1c(OC2CCC(O)C2)c(N2CCN(S(=O)(=O)Cc3ccccc3)CC2)cnn1-c1cccc(Cl)c1,QKTQLHGRIIVDNH-UHFFFAOYSA-N,ChEMBL:CHEMBL2059476,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0308,CHEMBL2059477,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CC(C)(O)CCOc1c(N2CCN(S(=O)(=O)Cc3ccccc3)CC2)cnn(-c2cc(F)cc(F)c2)c1=O,UOIYCOGGABDQKV-UHFFFAOYSA-N,ChEMBL:CHEMBL2059477,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0309,CHEMBL2059478,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,O=c1c(OC2CCCc3ncccc32)c(N2CCN(S(=O)(=O)Cc3ccccc3)CC2)cnn1-c1cccc(Cl)c1,HLAPERRSNMTSLZ-UHFFFAOYSA-N,ChEMBL:CHEMBL2059478,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0310,CHEMBL2059479,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,O=c1c(OC2CCc3cccnc32)c(N2CCN(S(=O)(=O)Cc3ccccc3)CC2)cnn1-c1cccc(Cl)c1,ANDIUCRJLWHYQF-UHFFFAOYSA-N,ChEMBL:CHEMBL2059479,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0311,CHEMBL2059480,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,O=c1c(OCCc2ccccn2)c(N2CCN(S(=O)(=O)Cc3ccccc3)CC2)cnn1-c1cccc(Cl)c1,IKDATYSMOQZCCN-UHFFFAOYSA-N,ChEMBL:CHEMBL2059480,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0312,CHEMBL2059481,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,O=c1c(OC2CCCC2)c(N2CCN(S(=O)(=O)Cc3cccc(F)c3)CC2)cnn1-c1cc(F)cc(F)c1,NIAOQGKUTDWVTB-UHFFFAOYSA-N,ChEMBL:CHEMBL2059481,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0313,CHEMBL2059482,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,O=c1c(OC2CCCC2)c(N2CCN(S(=O)(=O)Cc3ccccc3F)CC2)cnn1-c1cccc(Cl)c1,GVJKFTYKCABHLR-UHFFFAOYSA-N,ChEMBL:CHEMBL2059482,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0314,CHEMBL2059483,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,O=c1c(OC2CCCC2)c(N2CCN(S(=O)(=O)Cc3ccc(Cl)cc3)CC2)cnn1-c1cccc(Cl)c1,NEXVCSRWDWRQMM-UHFFFAOYSA-N,ChEMBL:CHEMBL2059483,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0315,CHEMBL2059484,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,O=c1c(OC2CCCC2)c(N2CCN(S(=O)(=O)Cc3cccc(Cl)c3)CC2)cnn1-c1cccc(Cl)c1,GSUCHIREESPMSX-UHFFFAOYSA-N,ChEMBL:CHEMBL2059484,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0316,CHEMBL2059485,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,O=c1c(OC2CCCC2)c(N2CCN(S(=O)(=O)Cc3cc(Cl)cc(Cl)c3)CC2)cnn1-c1cccc(Cl)c1,MZNCJORQFBVXID-UHFFFAOYSA-N,ChEMBL:CHEMBL2059485,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0317,CHEMBL2059486,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,O=c1c(OC2CCCC2)c(N2CCN(S(=O)(=O)Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)CC2)cnn1-c1cccc(Cl)c1,ZKKMWTDPQBMRPS-UHFFFAOYSA-N,ChEMBL:CHEMBL2059486,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0318,CHEMBL2059487,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,O=c1c(OC2CCCC2)c(N2CCN(S(=O)(=O)Cc3ccncc3)CC2)cnn1-c1cc(F)cc(F)c1,IFUDCJWCTMHFHL-UHFFFAOYSA-N,ChEMBL:CHEMBL2059487,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0319,CHEMBL2059488,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,Nc1ccc(CS(=O)(=O)N2CCN(c3cnn(-c4cc(F)cc(F)c4)c(=O)c3OC3CCCC3)CC2)cc1,UYBBZRCUQGOFCG-UHFFFAOYSA-N,ChEMBL:CHEMBL2059488,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0320,CHEMBL2059489,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,Nc1cccc(CS(=O)(=O)N2CCN(c3cnn(-c4cc(F)cc(F)c4)c(=O)c3OC3CCCC3)CC2)c1,BKILYBVWSDSMCK-UHFFFAOYSA-N,ChEMBL:CHEMBL2059489,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0321,CHEMBL2059490,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,O=c1c(OC2CCCC2)c(N2CCN(S(=O)(=O)Cc3cccc(O)c3)CC2)cnn1-c1cc(F)cc(F)c1,AVDLDCKDSIRPBY-UHFFFAOYSA-N,ChEMBL:CHEMBL2059490,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0322,CHEMBL2059491,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CC1(COc2c(N3CCN(S(=O)(=O)Cc4ccc(N)cc4)CC3)cnn(-c3cccc(Cl)c3)c2=O)CC1,QDISYJTWDSSATI-UHFFFAOYSA-N,ChEMBL:CHEMBL2059491,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0323,CHEMBL2059492,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CC1(COc2c(N3CCN(S(=O)(=O)Cc4cccc(N)c4)CC3)cnn(-c3cccc(Cl)c3)c2=O)CC1,HVMKZRCGDKKIFM-UHFFFAOYSA-N,ChEMBL:CHEMBL2059492,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0324,CHEMBL2059493,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CC1(COc2c(N3CCN(S(=O)(=O)Cc4ccc(N)c(F)c4)CC3)cnn(-c3cc(F)cc(F)c3)c2=O)CC1,FRLIEUWMBZBXOZ-UHFFFAOYSA-N,ChEMBL:CHEMBL2059493,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0325,CHEMBL2059494,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CC1(COc2c(N3CCN(S(=O)(=O)Cc4ccc(N)c(Cl)c4)CC3)cnn(-c3cc(F)cc(F)c3)c2=O)CC1,XZTQXLZIVTWCHQ-UHFFFAOYSA-N,ChEMBL:CHEMBL2059494,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0326,CHEMBL2059495,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CC1(COc2c(N3CCN(S(=O)(=O)Cc4ccc(N)c(C(F)(F)F)c4)CC3)cnn(-c3cccc(Cl)c3)c2=O)CC1,OABAXTWOCDQFFE-UHFFFAOYSA-N,ChEMBL:CHEMBL2059495,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0327,CHEMBL2059496,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,COc1cc(CS(=O)(=O)N2CCN(c3cnn(-c4cccc(Cl)c4)c(=O)c3OCC3(C)CC3)CC2)ccc1N,PKPXVFSVQNXMRK-UHFFFAOYSA-N,ChEMBL:CHEMBL2059496,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0328,CHEMBL2059497,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,Cc1cc(CS(=O)(=O)N2CCN(c3cnn(-c4cccc(Cl)c4)c(=O)c3OCC3(C)CC3)CC2)ccc1N,UWABFAUNCKMTPQ-UHFFFAOYSA-N,ChEMBL:CHEMBL2059497,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0329,CHEMBL2059637,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,Cc1cc(CS(=O)(=O)N2CCN(c3cnn(-c4cc(F)cc(F)c4)c(=O)c3OCC3(C)CC3)CC2)ccc1N,INMXZNAPVSNKKM-UHFFFAOYSA-N,ChEMBL:CHEMBL2059637,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0330,CHEMBL2059638,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CCc1cc(CS(=O)(=O)N2CCN(c3cnn(-c4cccc(Cl)c4)c(=O)c3OCC3(C)CC3)CC2)ccc1N,ALMBUVBONGFNIB-UHFFFAOYSA-N,ChEMBL:CHEMBL2059638,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0331,CHEMBL2059639,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CC(C)c1cc(CS(=O)(=O)N2CCN(c3cnn(-c4cccc(Cl)c4)c(=O)c3OCC3(C)CC3)CC2)ccc1N,UOFIXAXEIZCXEK-UHFFFAOYSA-N,ChEMBL:CHEMBL2059639,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0332,CHEMBL2059640,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CC1(COc2c(N3CCN(S(=O)(=O)Cc4ccc(N)c(C(N)=O)c4)CC3)cnn(-c3cccc(Cl)c3)c2=O)CC1,XKFHYJZIHJZVRY-UHFFFAOYSA-N,ChEMBL:CHEMBL2059640,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0333,CHEMBL2059641,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CNc1ccc(CS(=O)(=O)N2CCN(c3cnn(-c4cccc(Cl)c4)c(=O)c3OCC3(C)CC3)CC2)cc1,RDQCMUFCMHCRDJ-UHFFFAOYSA-N,ChEMBL:CHEMBL2059641,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0334,CHEMBL2059642,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CN(C)c1ccc(CS(=O)(=O)N2CCN(c3cnn(-c4cccc(Cl)c4)c(=O)c3OCC3(C)CC3)CC2)cc1,PHAFTQNLBTWSCJ-UHFFFAOYSA-N,ChEMBL:CHEMBL2059642,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0335,CHEMBL2059643,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CC1(COc2c(N3CCN(S(=O)(=O)Cc4ccc(N)nc4)CC3)cnn(-c3cccc(Cl)c3)c2=O)CC1,UWGXHFNDYWMDHO-UHFFFAOYSA-N,ChEMBL:CHEMBL2059643,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0336,CHEMBL2059644,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CC1(COc2c(N3CCN(S(=O)(=O)Cc4cccnc4N)CC3)cnn(-c3cccc(Cl)c3)c2=O)CC1,AOMZSIFDBDFDOL-UHFFFAOYSA-N,ChEMBL:CHEMBL2059644,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0337,CHEMBL2059645,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CC1(COc2c(N3CCN(S(=O)(=O)Cc4ccnc(N)c4)CC3)cnn(-c3cccc(Cl)c3)c2=O)CC1,FLMWMIJTURMTQH-UHFFFAOYSA-N,ChEMBL:CHEMBL2059645,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0338,CHEMBL2369134,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CCCCCCCCCCCCC[C@@H]1CC(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@H](C)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](C(C)C)C(=O)N2C[C@H](O)C[C@H]2C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N2CC[C@H](O)[C@H]2C(=O)N[C@@H]([C@H](O)CC(N)=O)C(=O)NCC(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCCNC(=O)C(N)CCCN)C(=O)O1,QPXQVOQETWTFFY-AXOKTADZSA-N,ChEMBL:CHEMBL2369134,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0339,CHEMBL2370651,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CCCCCCCCCCCCC[C@@H]1CC(=O)N[C@@H]([C@H](C)O)C(=O)N[C@H](C)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](C(C)C)C(=O)N2C[C@H](O)C[C@H]2C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N2CC[C@H](O)[C@H]2C(=O)N[C@@H]([C@H](O)CC(N)=O)C(=O)NCC(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCCNC(C)=O)C(=O)O1,ZIQDAZYBWYCHNY-XADXCOPZSA-N,ChEMBL:CHEMBL2370651,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0340,CHEMBL2370652,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CCCCCCCCCCCCC[C@@H]1CC(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@H](C)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](C(C)C)C(=O)N2C[C@H](O)C[C@H]2C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N2CC[C@H](O)[C@H]2C(=O)N[C@@H]([C@H](O)CC(N)=O)C(=O)NCC(=O)N[C@H]([C@@H](C)O)C(=O)N[C@@H](CCCNC(=O)CN)C(=O)O1,KGZJPWGVWUQXPA-HERFKJHGSA-N,ChEMBL:CHEMBL2370652,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0341,CHEMBL2370654,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CCCCCCCCCCCCC[C@@H]1CC(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@H](C)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](C(C)C)C(=O)N2C[C@H](O)C[C@H]2C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N2CC[C@H](O)[C@H]2C(=O)N[C@@H]([C@H](O)CC(N)=O)C(=O)NCC(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@H](CCCNC(=O)C(N)CCCN)C(=O)O1,QPXQVOQETWTFFY-UCVRJQKSSA-N,ChEMBL:CHEMBL2370654,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0342,CHEMBL2370655,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CCCCCCCCCCCCC[C@@H]1CC(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@H](C)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](C(C)C)C(=O)N2C[C@H](O)C[C@H]2C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N2CC[C@H](O)[C@H]2C(=O)N[C@@H]([C@H](O)CC(N)=O)C(=O)NCC(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCCNC(=O)OC(C)(C)C)C(=O)O1,GXDADUMEGMCENI-CBOKENLDSA-N,ChEMBL:CHEMBL2370655,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0343,CHEMBL2370656,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CCCCCCCCCCCCC[C@@H]1CC(=O)N[C@@H]([C@H](C)O)C(=O)N[C@H](C)C(=O)N[C@@H](Cc2ccc(OCc3ccccc3)cc2)C(=O)N[C@@H](C(C)C)C(=O)N2C[C@H](O)C[C@H]2C(=O)N[C@H]([C@@H](C)O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N2CC[C@H](O)[C@H]2C(=O)N[C@@H]([C@H](O)CC(N)=O)C(=O)NCC(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCCN)C(=O)O1,UISGDLLBDZHXTR-OQZXQGMUSA-N,ChEMBL:CHEMBL2370656,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0344,CHEMBL2370657,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CCCCCCCCCCCCC[C@@H]1CC(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@H](C)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](C(C)C)C(=O)N2C[C@H](O)C[C@H]2C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N2CC[C@H](O)[C@H]2C(=O)N[C@@H]([C@H](O)CC#N)C(=O)NCC(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCN)C(=O)O1,SUJQVWZQHMKCKA-FCYCPIGYSA-N,ChEMBL:CHEMBL2370657,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0345,CHEMBL2370664,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CCCCCCCCCCCCC[C@@H]1CC(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@H](C)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](C(C)C)C(=O)N2C[C@H](O)C[C@H]2C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N2CC[C@H](O)[C@H]2C(=O)N[C@@H]([C@H](O)CC(N)=O)C(=O)NCC(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCCN(C)C)C(=O)O1,RZWQMVHIFHIRPW-DLTMQLJGSA-N,ChEMBL:CHEMBL2370664,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0346,CHEMBL2370665,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CCCCCCCCCCCCC[C@@H]1CC(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@H](C)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](C(C)C)C(=O)N2C[C@H](O)C[C@H]2C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N2CC[C@H](O)[C@H]2C(=O)N[C@@H]([C@H](O)CC(N)=O)C(=O)NCC(=O)N[C@H]([C@@H](C)O)C(=O)N[C@@H](CCCN(CCN)CCN)C(=O)O1,SPAUKKWVAMXTDU-WJQBTUOQSA-N,ChEMBL:CHEMBL2370665,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0347,CHEMBL2370666,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CCCCCCCCCCCCC[C@@H]1CC(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@H](C)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](C(C)C)C(=O)N2C[C@H](O)C[C@H]2C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N2CC[C@H](O)[C@H]2C(=O)N[C@@H]([C@H](O)CCN)C(=O)NCC(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCN)C(=O)O1,KQMBJTYXWJDKHB-FCYCPIGYSA-N,ChEMBL:CHEMBL2370666,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0348,CHEMBL2370667,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CCCCCCCCCCCCC[C@@H]1CC(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@H](C)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](C(C)C)C(=O)N2C[C@H](O)C[C@H]2C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N2CC[C@H](O)[C@H]2C(=O)N[C@@H]([C@H](O)CC(N)=O)C(=O)NCC(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCCO)C(=O)O1,UGSFHGTXKHQNSR-XQVXQFHRSA-N,ChEMBL:CHEMBL2370667,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0349,CHEMBL2370668,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CCCCCCCCCCCCC[C@@H]1CC(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@H](C)C(=O)N[C@@H](Cc2ccc(OC)cc2)C(=O)N[C@@H](C(C)C)C(=O)N2C[C@H](O)C[C@H]2C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N2CC[C@H](O)[C@H]2C(=O)N[C@@H]([C@H](O)CC(N)=O)C(=O)NCC(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCCN)C(=O)O1,GYKNCGOPWBYWIE-ZCUTVTTISA-N,ChEMBL:CHEMBL2370668,,,P1_verify_direct_inhibition_evidence
