external_compound_id,preferred_name,compound_family,mechanism_class,target_relevance_tier,activity_relevance_tier,include_in_tier1_fks_set,include_in_tier2_cell_wall_set,use_for_pretraining,direct_fks,broad_antifungal,cell_wall_related,candidate_activity_rows,unique_source_reference_count,has_structure,has_inchikey,known_fks_family,review_priority,recommended_review_action,source_ids,smiles_canonical,inchikey
EXT-FKS-0375,CHEMBL3142888,mixed_fks,fks_glucan_synthase,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,1,0,0,1,1,yes,yes,no,P1_direct_fks_verify_first,"Check source assay, endpoint, target, species, unit, and structure; may enter Tier 1 after confirmation.",ChEMBL:CHEMBL3142888,C[C@@H](O)[C@@H]1NC(=O)[C@H]([C@H](O)[C@@H](O)c2ccc(O)cc2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC(=O)[C@@H](NC(=O)c2ccc(-c3ccc(C#Cc4ccccc4)cc3)cc2)C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)[C@@H](C)CN2C1=O,LOJCKQSQUOPFDO-XNVALCJYSA-N
EXT-FKS-0376,CHEMBL3142889,mixed_fks,fks_glucan_synthase,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,1,0,0,1,1,yes,yes,no,P1_direct_fks_verify_first,"Check source assay, endpoint, target, species, unit, and structure; may enter Tier 1 after confirmation.",ChEMBL:CHEMBL3142889,C[C@@H](O)[C@@H]1NC(=O)[C@H]([C@H](O)[C@@H](O)c2ccc(O)cc2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC(=O)[C@@H](NC(=O)c2ccc(-c3ccc(-c4ccc(-c5ccccc5)cc4)cc3)cc2)C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)[C@@H](C)CN2C1=O,RSWHVKAHNCRHAL-QZZLESEQSA-N
EXT-FKS-0377,CHEMBL3142890,mixed_fks,fks_glucan_synthase,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,1,0,0,1,1,yes,yes,no,P1_direct_fks_verify_first,"Check source assay, endpoint, target, species, unit, and structure; may enter Tier 1 after confirmation.",ChEMBL:CHEMBL3142890,C[C@@H](O)[C@@H]1NC(=O)[C@H]([C@H](O)[C@@H](O)c2ccc(O)cc2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC(=O)[C@@H](NC(=O)c2ccc(C#Cc3ccc(C#Cc4ccccc4)cc3)cc2)C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)[C@@H](C)CN2C1=O,FQOCUOGVSNGCNO-KGWXBAKASA-N
EXT-FKS-0378,CHEMBL3142891,mixed_fks,fks_glucan_synthase,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,1,0,0,1,1,yes,yes,no,P1_direct_fks_verify_first,"Check source assay, endpoint, target, species, unit, and structure; may enter Tier 1 after confirmation.",ChEMBL:CHEMBL3142891,C[C@@H](O)[C@@H]1NC(=O)[C@H]([C@H](O)[C@@H](O)c2ccc(O)cc2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC(=O)[C@@H](NC(=O)c2ccc(OCCOCCC34C[C@H]5C[C@@H](C3)C[C@@H](C4)C5)cc2)C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)[C@@H](C)CN2C1=O,MTCPSXYAZXGZDM-YWQUGCBYSA-N
EXT-FKS-0379,CHEMBL3142892,mixed_fks,fks_glucan_synthase,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,1,0,0,1,1,yes,yes,no,P1_direct_fks_verify_first,"Check source assay, endpoint, target, species, unit, and structure; may enter Tier 1 after confirmation.",ChEMBL:CHEMBL3142892,CCCCOCCOc1ccc(-c2ccc(-c3ccc(C(=O)N[C@H]4C[C@@H](O)[C@@H](O)NC(=O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@H](O)[C@@H](O)c5ccc(O)cc5)NC(=O)[C@@H]5C[C@@H](O)CN5C(=O)[C@H]([C@@H](C)O)NC4=O)cc3)cc2)cc1,NYULCIYPLBKJOH-DBDJFOIVSA-N
EXT-FKS-0380,CHEMBL3142894,mixed_fks,fks_glucan_synthase,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,1,0,0,1,1,yes,yes,no,P1_direct_fks_verify_first,"Check source assay, endpoint, target, species, unit, and structure; may enter Tier 1 after confirmation.",ChEMBL:CHEMBL3142894,C[C@@H](O)[C@@H]1NC(=O)[C@H]([C@H](O)[C@@H](O)c2ccc(O)cc2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC(=O)[C@@H](NC(=O)c2ccc(-c3ccc(C#Cc4ccc(OCCOC(C)(C)C)cc4)cc3)cc2)C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)[C@@H](C)CN2C1=O,XKGDIGQXOJVZHI-ROWOSSSMSA-N
EXT-FKS-0381,CHEMBL3142895,mixed_fks,fks_glucan_synthase,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,1,0,0,1,1,yes,yes,no,P1_direct_fks_verify_first,"Check source assay, endpoint, target, species, unit, and structure; may enter Tier 1 after confirmation.",ChEMBL:CHEMBL3142895,CCCCOCCOc1ccc(C#Cc2ccc(-c3ccc(C(=O)N[C@H]4C[C@@H](O)[C@@H](O)NC(=O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@H](O)[C@@H](O)c5ccc(O)cc5)NC(=O)[C@@H]5C[C@@H](O)CN5C(=O)[C@H]([C@@H](C)O)NC4=O)cc3)cc2)cc1,ZNMXAMOTWVLDFQ-KDKRBBIQSA-N
EXT-FKS-0382,CHEMBL3739429,mixed_fks,fks_glucan_synthase,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,1,0,0,1,1,yes,yes,no,P1_direct_fks_verify_first,"Check source assay, endpoint, target, species, unit, and structure; may enter Tier 1 after confirmation.",ChEMBL:CHEMBL3739429,CC(C)[C@@H](C)[C@@]1(C)CC[C@]2(C)[C@H]3CC[C@@H]4[C@@]5(COC[C@@]4(C)[C@@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@H](n4cc6ccccc6n4)C5)C3=CC[C@@]2(C)[C@@H]1C(=O)O,KOPMWADMJSMZHL-XJJSOZQDSA-N
EXT-FKS-0383,CHEMBL3739474,mixed_fks,fks_glucan_synthase,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,1,0,0,1,1,yes,yes,no,P1_direct_fks_verify_first,"Check source assay, endpoint, target, species, unit, and structure; may enter Tier 1 after confirmation.",ChEMBL:CHEMBL3739474,CC(=O)O[C@@H]1C[C@@]23COC[C@](C)([C@@H]2CC[C@H]2C3=CC[C@@]3(C)[C@H](C(=O)O)[C@@](C)([C@H](C)C(C)C)CC[C@]23C)[C@H]1OC[C@](C)(N)C(C)C,YBRDMVZHGGRQQD-XNMVFEFZSA-N
EXT-FKS-0384,CHEMBL3739756,mixed_fks,fks_glucan_synthase,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,1,0,0,1,1,yes,yes,no,P1_direct_fks_verify_first,"Check source assay, endpoint, target, species, unit, and structure; may enter Tier 1 after confirmation.",ChEMBL:CHEMBL3739756,CC(=O)O[C@@H]1C[C@@]23COC[C@](C)([C@@H]2CC[C@H]2C3=CC[C@@]3(C)[C@H](C(=O)O)[C@@](C)([C@H](C)C(C)C)CC[C@]23C)[C@H]1OCC(C)(C)N,ADWWHHWYQUJSHM-OHMQCKKCSA-N
EXT-FKS-0385,CHEMBL3740011,mixed_fks,fks_glucan_synthase,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,1,0,0,1,1,yes,yes,no,P1_direct_fks_verify_first,"Check source assay, endpoint, target, species, unit, and structure; may enter Tier 1 after confirmation.",ChEMBL:CHEMBL3740011,CC(C)[C@@H](C)[C@@]1(C)CC[C@]2(C)[C@H]3CC[C@@H]4[C@@]5(COC[C@@]4(C)[C@@H](OC[C@](C)(N)C(C)C)[C@H](n4nnc(N)n4)C5)C3=CC[C@@]2(C)[C@@H]1C(=O)O,NTBFHMZIAFHMSU-KDSKPNBGSA-N
EXT-FKS-0386,CHEMBL3740165,mixed_fks,fks_glucan_synthase,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,1,0,0,1,1,yes,yes,no,P1_direct_fks_verify_first,"Check source assay, endpoint, target, species, unit, and structure; may enter Tier 1 after confirmation.",ChEMBL:CHEMBL3740165,CC(=O)Nc1nnn([C@@H]2C[C@@]34COC[C@](C)([C@@H]3CC[C@H]3C4=CC[C@@]4(C)[C@H](C(=O)O)[C@@](C)([C@H](C)C(C)C)CC[C@]34C)[C@H]2OC[C@](C)(N)C(C)C)n1,ATBYXTSCPAUSJJ-YVUSWWDISA-N
EXT-FKS-0387,CHEMBL3740167,mixed_fks,fks_glucan_synthase,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,1,0,0,1,1,yes,yes,no,P1_direct_fks_verify_first,"Check source assay, endpoint, target, species, unit, and structure; may enter Tier 1 after confirmation.",ChEMBL:CHEMBL3740167,CC(C)[C@@H](C)[C@@]1(C)CC[C@]2(C)[C@H]3CC[C@@H]4[C@@]5(COC[C@@]4(C)[C@@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@H](n4ccnn4)C5)C3=CC[C@@]2(C)[C@@H]1C(=O)O,OYLKOUVGEIVYFC-NZLNUFMPSA-N
EXT-FKS-0388,CHEMBL3740212,mixed_fks,fks_glucan_synthase,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,1,0,0,1,1,yes,yes,no,P1_direct_fks_verify_first,"Check source assay, endpoint, target, species, unit, and structure; may enter Tier 1 after confirmation.",ChEMBL:CHEMBL3740212,CC(=O)O[C@@H]1C[C@@]23COC[C@](C)([C@@H]2CC[C@H]2C3=CC[C@@]3(C)[C@H](C(=O)O)[C@@](C)([C@H](C)C(C)C)CC[C@]23C)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,WAOIDKLDJMXRNZ-BINCLUATSA-N
EXT-FKS-0389,CHEMBL3740280,mixed_fks,fks_glucan_synthase,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,1,0,0,1,1,yes,yes,no,P1_direct_fks_verify_first,"Check source assay, endpoint, target, species, unit, and structure; may enter Tier 1 after confirmation.",ChEMBL:CHEMBL3740280,CCCCN[C@@](C)(CO[C@H]1[C@H](n2nnc(N)n2)C[C@@]23COC[C@]1(C)[C@@H]2CC[C@H]1C3=CC[C@@]2(C)[C@H](C(=O)O)[C@@](C)([C@H](C)C(C)C)CC[C@]12C)C(C)C,SPPJERVAFSOKPH-AJGOYDDISA-N
EXT-FKS-0390,CHEMBL3740534,mixed_fks,fks_glucan_synthase,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,1,0,0,1,1,yes,yes,no,P1_direct_fks_verify_first,"Check source assay, endpoint, target, species, unit, and structure; may enter Tier 1 after confirmation.",ChEMBL:CHEMBL3740534,COc1ccc([C@@H]2C[C@@]34COC[C@](C)([C@@H]3CC[C@H]3C4=CC[C@@]4(C)[C@H](C(=O)O)[C@@](C)([C@H](C)C(C)C)CC[C@]34C)[C@H]2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1,VPJDXFXMGFPREL-LTRRNOPESA-N
EXT-FKS-0391,CHEMBL3740729,mixed_fks,fks_glucan_synthase,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,1,0,0,1,1,yes,yes,no,P1_direct_fks_verify_first,"Check source assay, endpoint, target, species, unit, and structure; may enter Tier 1 after confirmation.",ChEMBL:CHEMBL3740729,CC(C)[C@@H](C)[C@@]1(C)CC[C@]2(C)[C@H]3CC[C@@H]4[C@@]5(COC[C@@]4(C)[C@@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@H](Oc4ccccc4)C5)C3=CC[C@@]2(C)[C@@H]1C(=O)O,FZKKKIVVVMBEGM-CFVGCOAFSA-N
EXT-FKS-0392,CHEMBL3740840,mixed_fks,fks_glucan_synthase,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,1,0,0,1,1,yes,yes,no,P1_direct_fks_verify_first,"Check source assay, endpoint, target, species, unit, and structure; may enter Tier 1 after confirmation.",ChEMBL:CHEMBL3740840,CC(C)[C@@H](C)[C@@]1(C)CC[C@]2(C)[C@H]3CC[C@@H]4[C@@]5(COC[C@@]4(C)[C@@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@H](n4cncn4)C5)C3=CC[C@@]2(C)[C@@H]1C(=O)O,DXBDXELMSHQNJA-NZLNUFMPSA-N
EXT-FKS-0393,CHEMBL3740861,mixed_fks,fks_glucan_synthase,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,1,0,0,1,1,yes,yes,no,P1_direct_fks_verify_first,"Check source assay, endpoint, target, species, unit, and structure; may enter Tier 1 after confirmation.",ChEMBL:CHEMBL3740861,CC(=O)O[C@@H]1C[C@@]23COC[C@](C)([C@@H]2CC[C@H]2C3=CC[C@@]3(C)[C@H](C(=O)O)[C@@](C)([C@H](C)C(C)C)CC[C@]23C)[C@H]1OCCN,ZAJOJJINSWBTDQ-SCOYQWGNSA-N
EXT-FKS-0394,CHEMBL3740960,mixed_fks,fks_glucan_synthase,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,1,0,0,1,1,yes,yes,no,P1_direct_fks_verify_first,"Check source assay, endpoint, target, species, unit, and structure; may enter Tier 1 after confirmation.",ChEMBL:CHEMBL3740960,CC(C)[C@@H](C)[C@@]1(C)CC[C@]2(C)[C@H]3CC[C@@H]4[C@@]5(COC[C@@]4(C)[C@@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@H](n4ccc6ccccc64)C5)C3=CC[C@@]2(C)[C@@H]1C(=O)O,IPQQEFUBLCUWFJ-REEQUEASSA-N
EXT-FKS-0395,CHEMBL3741042,mixed_fks,fks_glucan_synthase,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,1,0,0,1,1,yes,yes,no,P1_direct_fks_verify_first,"Check source assay, endpoint, target, species, unit, and structure; may enter Tier 1 after confirmation.",ChEMBL:CHEMBL3741042,CC(C)[C@@H](C)[C@@]1(C)CC[C@]2(C)[C@H]3CC[C@@H]4[C@@]5(COC[C@]4(C)[C@@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@H](n4nccn4)C5)C3=CC[C@@]2(C)[C@@H]1C(=O)O,WAHZWWKALJIDIV-ITOHWBLUSA-N
EXT-FKS-0396,CHEMBL3741086,mixed_fks,fks_glucan_synthase,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,1,0,0,1,1,yes,yes,no,P1_direct_fks_verify_first,"Check source assay, endpoint, target, species, unit, and structure; may enter Tier 1 after confirmation.",ChEMBL:CHEMBL3741086,CC(=O)Nc1nnnn1[C@@H]1C[C@@]23COC[C@](C)([C@@H]2CC[C@H]2C3=CC[C@@]3(C)[C@H](C(=O)O)[C@@](C)([C@H](C)C(C)C)CC[C@]23C)[C@H]1OC[C@](C)(N)C(C)C,ZEICOBPBKHLSPA-YVUSWWDISA-N
EXT-FKS-0397,CHEMBL3741163,mixed_fks,fks_glucan_synthase,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,1,0,0,1,1,yes,yes,no,P1_direct_fks_verify_first,"Check source assay, endpoint, target, species, unit, and structure; may enter Tier 1 after confirmation.",ChEMBL:CHEMBL3741163,Cc1nnn([C@@H]2C[C@@]34COC[C@](C)([C@@H]3CC[C@H]3C4=CC[C@@]4(C)[C@H](C(=O)O)[C@@](C)([C@H](C)C(C)C)CC[C@]34C)[C@H]2OC[C@](C)(N)C(C)C)n1,BZMJJHZIRLHHJF-XNMVFEFZSA-N
EXT-FKS-0398,CHEMBL3741171,mixed_fks,fks_glucan_synthase,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,1,0,0,1,1,yes,yes,no,P1_direct_fks_verify_first,"Check source assay, endpoint, target, species, unit, and structure; may enter Tier 1 after confirmation.",ChEMBL:CHEMBL3741171,Cc1nnnn1[C@@H]1C[C@@]23COC[C@](C)([C@@H]2CC[C@H]2C3=CC[C@@]3(C)[C@H](C(=O)O)[C@@](C)([C@H](C)C(C)C)CC[C@]23C)[C@H]1OC[C@](C)(N)C(C)C,HTNLWBMLUJXCFT-XNMVFEFZSA-N
EXT-FKS-0399,CHEMBL3741220,mixed_fks,fks_glucan_synthase,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,1,0,0,1,1,yes,yes,no,P1_direct_fks_verify_first,"Check source assay, endpoint, target, species, unit, and structure; may enter Tier 1 after confirmation.",ChEMBL:CHEMBL3741220,CC(C)[C@@H](C)[C@@]1(C)CC[C@]2(C)[C@H]3CC[C@@H]4[C@@]5(COC[C@@]4(C)[C@@H](OC[C@@](C)(C(C)C)N(C)C)[C@H](n4nnc(N)n4)C5)C3=CC[C@@]2(C)[C@@H]1C(=O)O,UXDWBLUXSMTABF-ZCDZSSOASA-N
EXT-FKS-0400,CHEMBL3741296,mixed_fks,fks_glucan_synthase,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,1,0,0,1,1,yes,yes,no,P1_direct_fks_verify_first,"Check source assay, endpoint, target, species, unit, and structure; may enter Tier 1 after confirmation.",ChEMBL:CHEMBL3741296,CCCN[C@@](C)(CO[C@H]1[C@H](n2nnc(N)n2)C[C@@]23COC[C@]1(C)[C@@H]2CC[C@H]1C3=CC[C@@]2(C)[C@H](C(=O)O)[C@@](C)([C@H](C)C(C)C)CC[C@]12C)C(C)C,NKCVNFJTHNXBBI-MHIFYHBESA-N
EXT-FKS-0401,CHEMBL3741728,mixed_fks,fks_glucan_synthase,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,1,0,0,1,1,yes,yes,no,P1_direct_fks_verify_first,"Check source assay, endpoint, target, species, unit, and structure; may enter Tier 1 after confirmation.",ChEMBL:CHEMBL3741728,CC(C)[C@@H](C)[C@@]1(C)CC[C@]2(C)[C@H]3CC[C@@H]4[C@@]5(COC[C@@]4(C)[C@@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@H](n4cccn4)C5)C3=CC[C@@]2(C)[C@@H]1C(=O)O,YEVWXJXRYPHNDM-ALTSJQGWSA-N
EXT-FKS-0402,CHEMBL3741737,mixed_fks,fks_glucan_synthase,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,1,0,0,1,1,yes,yes,no,P1_direct_fks_verify_first,"Check source assay, endpoint, target, species, unit, and structure; may enter Tier 1 after confirmation.",ChEMBL:CHEMBL3741737,CC(C)[C@@H](C)[C@@]1(C)CC[C@]2(C)[C@H]3CC[C@@H]4[C@@]5(COC[C@@]4(C)[C@@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@H](n4ncc6ccccc64)C5)C3=CC[C@@]2(C)[C@@H]1C(=O)O,QEPGRRAJCCSTOK-XJJSOZQDSA-N
EXT-FKS-0403,CHEMBL3741985,mixed_fks,fks_glucan_synthase,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,1,0,0,1,1,yes,yes,no,P1_direct_fks_verify_first,"Check source assay, endpoint, target, species, unit, and structure; may enter Tier 1 after confirmation.",ChEMBL:CHEMBL3741985,CC(=O)O[C@@H]1C[C@@]23COC[C@](C)([C@@H]2CC[C@H]2C3=CC[C@@]3(C)[C@H](C(=O)O)[C@@](C)([C@H](C)C(C)C)CC[C@]23C)[C@H]1OC[C@@](C)(N)C(C)C,YBRDMVZHGGRQQD-JGCOBUBOSA-N
EXT-FKS-0404,CHEMBL3742052,mixed_fks,fks_glucan_synthase,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,1,0,0,1,1,yes,yes,no,P1_direct_fks_verify_first,"Check source assay, endpoint, target, species, unit, and structure; may enter Tier 1 after confirmation.",ChEMBL:CHEMBL3742052,CCN[C@@](C)(CO[C@H]1[C@H](n2nnc(N)n2)C[C@@]23COC[C@]1(C)[C@@H]2CC[C@H]1C3=CC[C@@]2(C)[C@H](C(=O)O)[C@@](C)([C@H](C)C(C)C)CC[C@]12C)C(C)C,PTLFKVOVYJRPHX-ZCDZSSOASA-N
EXT-FKS-0405,CHEMBL3742110,mixed_fks,fks_glucan_synthase,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,1,0,0,1,1,yes,yes,no,P1_direct_fks_verify_first,"Check source assay, endpoint, target, species, unit, and structure; may enter Tier 1 after confirmation.",ChEMBL:CHEMBL3742110,CN[C@@](C)(CO[C@H]1[C@H](n2nnc(N)n2)C[C@@]23COC[C@]1(C)[C@@H]2CC[C@H]1C3=CC[C@@]2(C)[C@H](C(=O)O)[C@@](C)([C@H](C)C(C)C)CC[C@]12C)C(C)C,ONNKIFZCRYLZFN-MZFIKZMESA-N
EXT-FKS-0406,CHEMBL3742174,mixed_fks,fks_glucan_synthase,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,1,0,0,1,1,yes,yes,no,P1_direct_fks_verify_first,"Check source assay, endpoint, target, species, unit, and structure; may enter Tier 1 after confirmation.",ChEMBL:CHEMBL3742174,CC(C)[C@@H](C)[C@@]1(C)CC[C@]2(C)[C@H]3CC[C@@H]4[C@@]5(COC[C@@]4(C)[C@@H](OC[C@](C)(N)C(C)C)[C@H](n4nnnc4N)C5)C3=CC[C@@]2(C)[C@@H]1C(=O)O,PEDRGGCPTMMQQD-KDSKPNBGSA-N
EXT-FKS-0138,CHEMBL385234,mixed_fks,fks_glucan_synthase,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,1,0,0,1,1,yes,yes,no,P1_direct_fks_verify_first,"Check source assay, endpoint, target, species, unit, and structure; may enter Tier 1 after confirmation.",ChEMBL:CHEMBL385234,CCC(C)CC(C)CCCCCCCCC(=O)NC1C[C@@H](O)[C@@H](OCCN)NC(=O)C2CN(C[C@@H]2O)C(=O)[C@H]([C@H](O)CCNC(=O)[C@@H](N)CCN)NC(=O)[C@H]([C@H](O)[C@@H](O)c2ccc(O)cc2)NC(=O)C2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,VGPFEPBLDVBLGD-YTTJGAEGSA-N
EXT-FKS-0139,CHEMBL387213,mixed_fks,fks_glucan_synthase,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,1,0,0,1,1,yes,yes,no,P1_direct_fks_verify_first,"Check source assay, endpoint, target, species, unit, and structure; may enter Tier 1 after confirmation.",ChEMBL:CHEMBL387213,CCC(C)CC(C)CCCCCCCCC(=O)NC1C[C@@H](O)[C@@H](O)NC(=O)C2CN(C[C@@H]2O)C(=O)[C@H]([C@H](O)CCNC(=O)[C@@H](N)CCN)NC(=O)[C@H]([C@H](O)[C@@H](O)c2ccc(O)cc2)NC(=O)C2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,FJBONZSJKQBWBJ-LKUCOXPBSA-N
EXT-FKS-0141,CHEMBL396607,mixed_fks,fks_glucan_synthase,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,1,0,0,1,1,yes,yes,no,P1_direct_fks_verify_first,"Check source assay, endpoint, target, species, unit, and structure; may enter Tier 1 after confirmation.",ChEMBL:CHEMBL396607,CCCCCCCCOc1ccc(NC(=O)C(NC(=O)[C@]2(O)C[C@@H](O)[C@@H](O)[C@H](OC(=O)/C=C/c3ccc(O)c(O)c3)C2)C(C)O)cc1,FVGZSRRIKXOWRJ-UFGNPURYSA-N
EXT-FKS-0142,CHEMBL396608,mixed_fks,fks_glucan_synthase,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,1,0,0,1,1,yes,yes,no,P1_direct_fks_verify_first,"Check source assay, endpoint, target, species, unit, and structure; may enter Tier 1 after confirmation.",ChEMBL:CHEMBL396608,CCCCCCCCOc1ccc(NC(=O)C(CCCN)NC(=O)[C@]2(O)C[C@@H](O)[C@@H](O)[C@H](OC(=O)/C=C/c3ccc(O)c(O)c3)C2)cc1,UKYBPVJYNAVBKD-YDXXYXLXSA-N
EXT-FKS-0144,CHEMBL405487,mixed_fks,fks_glucan_synthase,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,1,0,0,1,1,yes,yes,no,P1_direct_fks_verify_first,"Check source assay, endpoint, target, species, unit, and structure; may enter Tier 1 after confirmation.",ChEMBL:CHEMBL405487,CCCCCCCCCCCCC[C@@H]1CC(=O)N[C@H]([C@@H](C)O)C(=O)N[C@H](C)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](C(C)C)C(=O)N2C[C@H](O)C[C@H]2C(=O)N[C@H]([C@@H](C)O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N2CC[C@H](O)[C@H]2C(=O)N[C@@H]([C@H](O)CC(N)=O)C(=O)NCC(=O)N[C@H]([C@@H](C)O)C(=O)N[C@@H](CCCN(CCN)CCN)C(=O)O1,SPAUKKWVAMXTDU-WTHAZEJMSA-N
EXT-FKS-0145,CHEMBL407924,mixed_fks,fks_glucan_synthase,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,1,0,0,1,1,yes,yes,no,P1_direct_fks_verify_first,"Check source assay, endpoint, target, species, unit, and structure; may enter Tier 1 after confirmation.",ChEMBL:CHEMBL407924,CCCCCCCCCCCCC[C@@H]1CC(=O)N[C@H]([C@@H](C)O)C(=O)N[C@H](C)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](C(C)C)C(=O)N2C[C@H](O)C[C@H]2C(=O)N[C@H]([C@@H](C)O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N2CC[C@H](O)[C@H]2C(=O)N[C@@H]([C@H](O)CC(N)=O)C(=O)NCC(=O)N[C@H]([C@@H](C)O)C(=O)N[C@@H](CCCNC(=O)[C@H](N)CCCN)C(=O)O1,QPXQVOQETWTFFY-FBMJCZFYSA-N
EXT-FKS-0407,CHEMBL408249,mixed_fks,fks_glucan_synthase,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,1,0,0,1,1,yes,yes,no,P1_direct_fks_verify_first,"Check source assay, endpoint, target, species, unit, and structure; may enter Tier 1 after confirmation.",ChEMBL:CHEMBL408249,CCC(C)CC(C)CCCCCCCCC(=O)N[C@H]1C[C@@H](O)CNC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@H](O)CC(=O)NCCCCCCN)NC(=O)[C@H]([C@H](O)Cc2ccc(O)cc2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,JGANSNMCVQOLKE-GSRRVWBNSA-N
EXT-FKS-0146,CHEMBL410953,mixed_fks,fks_glucan_synthase,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,1,0,0,1,1,yes,yes,no,P1_direct_fks_verify_first,"Check source assay, endpoint, target, species, unit, and structure; may enter Tier 1 after confirmation.",ChEMBL:CHEMBL410953,CCC(C)CC(C)CCCCCCCCC(=O)NC1C[C@@H](O)[C@@H](O)NC(=O)C2CN(C[C@@H]2O)C(=O)[C@H]([C@H](O)CCNC(=O)[C@@H](N)CCCCN)NC(=O)[C@H]([C@H](O)[C@@H](O)c2ccc(O)cc2)NC(=O)C2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,AIOABDFDOJLODM-AIKIUXNRSA-N
