dataset_version,external_compound_id,preferred_name,compound_family,strict_inclusion_class,source_ids,smiles_canonical,canonical_smiles_rdkit,inchikey,inchikey_rdkit,rdkit_parse_ok,structure_ready_for_2d_modeling,auto_review_decision,auto_review_confidence,auto_mechanism_scope,auto_fks1_specificity,external_training_role,mechanism_classification_label,label_weight_external_pretraining,use_for_external_pretraining_v0_1,use_for_external_chemical_space_v0_1,use_for_papulacandin_exact_activity_regression,exact_activity_regression_exclusion_reason,manual_review_required_before_final_claim,accepted_direct_evidence_rows,high_confidence_direct_rows,medium_high_confidence_direct_rows,fks1_specific_direct_rows,target_unchecked_direct_rows,unique_source_reference_count,activity_rows_total,activity_rows_with_converted_uM,activity_endpoint_type_count,activity_organism_count,activity_source_reference_count,direct_evidence_rows_reviewed,direct_evidence_high_rows,direct_evidence_medium_high_rows,direct_evidence_fks1_specific_rows,direct_exact_value_rows,best_direct_exact_value_uM,best_direct_exact_p_activity,molecular_formula,murcko_scaffold_smiles,ecfp4_on_bits,exact_mw_rdkit,mol_wt_rdkit,clogp_rdkit,mol_mr_rdkit,tpsa_rdkit,hbd_rdkit,hba_rdkit,rotb_rdkit,heavy_atom_count_rdkit,hetero_atom_count_rdkit,ring_count_rdkit,aromatic_ring_count_rdkit,aliphatic_ring_count_rdkit,saturated_ring_count_rdkit,fsp3_rdkit,formal_charge_rdkit,stereo_centers_total_rdkit,stereo_centers_assigned_rdkit,stereo_centers_unassigned_rdkit,double_bonds_unassigned_ez_rdkit,duplicate_inchikey_group_size,duplicate_rdkit_smiles_group_size,evidence_summary,recommended_action,manual_override_decision,manual_note,rdkit_parse_error,data_origin,whole_cell_label_direct_rows
external_fks_model_ready_v0_1,EXT-FKS-0376,CHEMBL3142889,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL3142889,C[C@@H](O)[C@@H]1NC(=O)[C@H]([C@H](O)[C@@H](O)c2ccc(O)cc2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC(=O)[C@@H](NC(=O)c2ccc(-c3ccc(-c4ccc(-c5ccccc5)cc4)cc3)cc2)C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)[C@@H](C)CN2C1=O,C[C@@H](O)[C@@H]1NC(=O)[C@H]([C@H](O)[C@@H](O)c2ccc(O)cc2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC(=O)[C@@H](NC(=O)c2ccc(-c3ccc(-c4ccc(-c5ccccc5)cc4)cc3)cc2)C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)[C@@H](C)CN2C1=O,RSWHVKAHNCRHAL-QZZLESEQSA-N,RSWHVKAHNCRHAL-QZZLESEQSA-N,yes,yes,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,pretraining_positive_high_confidence_direct_FKS,1,1.0,yes,yes,no,external_database_assays_are_heterogeneous_do_not_pool_with_curated_papulacandin_MIC,optional_spot_check,1,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,,,C59H67N7O16,O=C(N[C@H]1CCCNC(=O)[C@@H]2CCCN2C(=O)CNC(=O)[C@H](CCc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)CNC1=O)c1ccc(-c2ccc(-c3ccc(-c4ccccc4)cc3)cc2)cc1,82,1129.4644290640001,1130.2180000000003,-0.8290999999999829,293.8012000000001,368.19,14,16,10,82,23,8,5,3,3,0.3728813559322034,0,15,15,0,0,1,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='In vitro inhibition of glucan synthase obtained from Candida albicans at a concentration of 10 ug/mL.'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,,,external_database_field_review,0
external_fks_model_ready_v0_1,EXT-FKS-0377,CHEMBL3142890,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL3142890,C[C@@H](O)[C@@H]1NC(=O)[C@H]([C@H](O)[C@@H](O)c2ccc(O)cc2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC(=O)[C@@H](NC(=O)c2ccc(C#Cc3ccc(C#Cc4ccccc4)cc3)cc2)C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)[C@@H](C)CN2C1=O,C[C@@H](O)[C@@H]1NC(=O)[C@H]([C@H](O)[C@@H](O)c2ccc(O)cc2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC(=O)[C@@H](NC(=O)c2ccc(C#Cc3ccc(C#Cc4ccccc4)cc3)cc2)C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)[C@@H](C)CN2C1=O,FQOCUOGVSNGCNO-KGWXBAKASA-N,FQOCUOGVSNGCNO-KGWXBAKASA-N,yes,yes,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,pretraining_positive_high_confidence_direct_FKS,1,1.0,yes,yes,no,external_database_assays_are_heterogeneous_do_not_pool_with_curated_papulacandin_MIC,optional_spot_check,1,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,,,C57H63N7O16,O=C(N[C@H]1CCCNC(=O)[C@@H]2CCCN2C(=O)CNC(=O)[C@H](CCc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)CNC1=O)c1ccc(C#Cc2ccc(C#Cc3ccccc3)cc2)cc1,85,1101.433128936,1102.1640000000002,-3.030499999999984,282.33719999999994,368.19,14,16,7,80,23,7,4,3,3,0.38596491228070173,0,15,15,0,0,1,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='In vitro inhibition of glucan synthase obtained from Candida albicans at a concentration of 10 ug/mL.'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,,,external_database_field_review,0
external_fks_model_ready_v0_1,EXT-FKS-0378,CHEMBL3142891,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL3142891,C[C@@H](O)[C@@H]1NC(=O)[C@H]([C@H](O)[C@@H](O)c2ccc(O)cc2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC(=O)[C@@H](NC(=O)c2ccc(OCCOCCC34C[C@H]5C[C@@H](C3)C[C@@H](C4)C5)cc2)C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)[C@@H](C)CN2C1=O,C[C@@H](O)[C@@H]1NC(=O)[C@H]([C@H](O)[C@@H](O)c2ccc(O)cc2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC(=O)[C@@H](NC(=O)c2ccc(OCCOCCC34C[C@H]5C[C@@H](C3)C[C@@H](C4)C5)cc2)C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)[C@@H](C)CN2C1=O,MTCPSXYAZXGZDM-YWQUGCBYSA-N,MTCPSXYAZXGZDM-YWQUGCBYSA-N,yes,yes,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,pretraining_positive_high_confidence_direct_FKS,1,1.0,yes,yes,no,external_database_assays_are_heterogeneous_do_not_pool_with_curated_papulacandin_MIC,optional_spot_check,1,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,,,C55H77N7O18,O=C(N[C@H]1CCCNC(=O)[C@@H]2CCCN2C(=O)CNC(=O)[C@H](CCc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)CNC1=O)c1ccc(OCCOCCC23C[C@H]4C[C@@H](C2)C[C@@H](C3)C4)cc1,97,1123.532508624,1124.2519999999995,-2.828199999999998,279.0291999999996,386.65000000000003,14,18,14,80,25,9,2,7,7,0.6545454545454545,0,19,18,1,0,1,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='In vitro inhibition of glucan synthase obtained from Candida albicans at a concentration of 10 ug/mL.'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,,,external_database_field_review,0
external_fks_model_ready_v0_1,EXT-FKS-0379,CHEMBL3142892,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL3142892,CCCCOCCOc1ccc(-c2ccc(-c3ccc(C(=O)N[C@H]4C[C@@H](O)[C@@H](O)NC(=O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@H](O)[C@@H](O)c5ccc(O)cc5)NC(=O)[C@@H]5C[C@@H](O)CN5C(=O)[C@H]([C@@H](C)O)NC4=O)cc3)cc2)cc1,CCCCOCCOc1ccc(-c2ccc(-c3ccc(C(=O)N[C@H]4C[C@@H](O)[C@@H](O)NC(=O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@H](O)[C@@H](O)c5ccc(O)cc5)NC(=O)[C@@H]5C[C@@H](O)CN5C(=O)[C@H]([C@@H](C)O)NC4=O)cc3)cc2)cc1,NYULCIYPLBKJOH-DBDJFOIVSA-N,NYULCIYPLBKJOH-DBDJFOIVSA-N,yes,yes,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,pretraining_positive_high_confidence_direct_FKS,1,1.0,yes,yes,no,external_database_assays_are_heterogeneous_do_not_pool_with_curated_papulacandin_MIC,optional_spot_check,1,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,,,C59H75N7O18,O=C(N[C@H]1CCCNC(=O)[C@@H]2CCCN2C(=O)CNC(=O)[C@H](CCc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)CNC1=O)c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,93,1169.5168585600004,1170.2800000000002,-1.3005999999999869,299.58719999999994,386.6499999999999,14,18,16,84,25,7,4,3,3,0.4745762711864407,0,15,15,0,0,1,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='In vitro inhibition of glucan synthase obtained from Candida albicans at a concentration of 10 ug/mL.'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,,,external_database_field_review,0
external_fks_model_ready_v0_1,EXT-FKS-0380,CHEMBL3142894,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL3142894,C[C@@H](O)[C@@H]1NC(=O)[C@H]([C@H](O)[C@@H](O)c2ccc(O)cc2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC(=O)[C@@H](NC(=O)c2ccc(-c3ccc(C#Cc4ccc(OCCOC(C)(C)C)cc4)cc3)cc2)C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)[C@@H](C)CN2C1=O,C[C@@H](O)[C@@H]1NC(=O)[C@H]([C@H](O)[C@@H](O)c2ccc(O)cc2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC(=O)[C@@H](NC(=O)c2ccc(-c3ccc(C#Cc4ccc(OCCOC(C)(C)C)cc4)cc3)cc2)C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)[C@@H](C)CN2C1=O,XKGDIGQXOJVZHI-ROWOSSSMSA-N,XKGDIGQXOJVZHI-ROWOSSSMSA-N,yes,yes,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,pretraining_positive_high_confidence_direct_FKS,1,1.0,yes,yes,no,external_database_assays_are_heterogeneous_do_not_pool_with_curated_papulacandin_MIC,optional_spot_check,1,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,,,C61H75N7O18,O=C(N[C@H]1CCCNC(=O)[C@@H]2CCCN2C(=O)CNC(=O)[C@H](CCc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)CNC1=O)c1ccc(-c2ccc(C#Cc3ccccc3)cc2)cc1,97,1193.51685856,1194.302,-1.5693999999999813,306.5512000000002,386.65000000000003,14,18,12,86,25,7,4,3,3,0.45901639344262296,0,15,15,0,0,1,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='In vitro inhibition of glucan synthase obtained from Candida albicans at a concentration of 10 ug/mL.'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,,,external_database_field_review,0
external_fks_model_ready_v0_1,EXT-FKS-0381,CHEMBL3142895,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL3142895,CCCCOCCOc1ccc(C#Cc2ccc(-c3ccc(C(=O)N[C@H]4C[C@@H](O)[C@@H](O)NC(=O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@H](O)[C@@H](O)c5ccc(O)cc5)NC(=O)[C@@H]5C[C@@H](O)CN5C(=O)[C@H]([C@@H](C)O)NC4=O)cc3)cc2)cc1,CCCCOCCOc1ccc(C#Cc2ccc(-c3ccc(C(=O)N[C@H]4C[C@@H](O)[C@@H](O)NC(=O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@H](O)[C@@H](O)c5ccc(O)cc5)NC(=O)[C@@H]5C[C@@H](O)CN5C(=O)[C@H]([C@@H](C)O)NC4=O)cc3)cc2)cc1,ZNMXAMOTWVLDFQ-KDKRBBIQSA-N,ZNMXAMOTWVLDFQ-KDKRBBIQSA-N,yes,yes,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,pretraining_positive_high_confidence_direct_FKS,1,1.0,yes,yes,no,external_database_assays_are_heterogeneous_do_not_pool_with_curated_papulacandin_MIC,optional_spot_check,1,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,,,C61H75N7O18,O=C(N[C@H]1CCCNC(=O)[C@@H]2CCCN2C(=O)CNC(=O)[C@H](CCc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)CNC1=O)c1ccc(-c2ccc(C#Cc3ccccc3)cc2)cc1,98,1193.5168585600002,1194.3020000000001,-1.5677999999999876,306.57320000000004,386.6499999999999,14,18,15,86,25,7,4,3,3,0.45901639344262296,0,15,15,0,0,1,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='In vitro inhibition of glucan synthase obtained from Candida albicans at a concentration of 10 ug/mL.'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,,,external_database_field_review,0
external_fks_model_ready_v0_1,EXT-FKS-0382,CHEMBL3739429,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL3739429,CC(C)[C@@H](C)[C@@]1(C)CC[C@]2(C)[C@H]3CC[C@@H]4[C@@]5(COC[C@@]4(C)[C@@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@H](n4cc6ccccc6n4)C5)C3=CC[C@@]2(C)[C@@H]1C(=O)O,CC(C)[C@@H](C)[C@@]1(C)CC[C@]2(C)[C@H]3CC[C@@H]4[C@@]5(COC[C@@]4(C)[C@@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@H](n4cc6ccccc6n4)C5)C3=CC[C@@]2(C)[C@@H]1C(=O)O,KOPMWADMJSMZHL-XJJSOZQDSA-N,KOPMWADMJSMZHL-XJJSOZQDSA-N,yes,yes,auto_accept_direct_FKS_or_glucan_synthase,medium_high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,pretraining_positive_medium_high_direct_FKS,1,0.75,yes,yes,no,external_database_assays_are_heterogeneous_do_not_pool_with_curated_papulacandin_MIC,optional_spot_check,1,0,1,0,0,1,1,1,1,0,1,1,0,1,0,1,1.199,5.921,C43H62N2O9,C1=C2[C@H](CC[C@H]3C4COC[C@@]23C[C@@H](n2cc3ccccc3n2)[C@@H]4O[C@H]2CCCCO2)C2CCCCC2C1,92,750.4455315639999,750.9739999999999,5.351000000000004,200.98299999999938,163.73000000000002,5,9,7,54,11,8,2,6,5,0.7674418604651163,0,16,16,0,0,1,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Displacement of UDP-[3H]glucose from beta-1,3-glucan synthase in Candida albicans MY1055 microsomal membranes incubated '",can_enter_strict_candidate_set; spot_check_unchecked_target_or_ChEMBL_assay_type_if_high_priority,,,,external_database_field_review,1
external_fks_model_ready_v0_1,EXT-FKS-0383,CHEMBL3739474,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL3739474,CC(=O)O[C@@H]1C[C@@]23COC[C@](C)([C@@H]2CC[C@H]2C3=CC[C@@]3(C)[C@H](C(=O)O)[C@@](C)([C@H](C)C(C)C)CC[C@]23C)[C@H]1OC[C@](C)(N)C(C)C,CC(=O)O[C@@H]1C[C@@]23COC[C@](C)([C@@H]2CC[C@H]2C3=CC[C@@]3(C)[C@H](C(=O)O)[C@@](C)([C@H](C)C(C)C)CC[C@]23C)[C@H]1OC[C@](C)(N)C(C)C,YBRDMVZHGGRQQD-XNMVFEFZSA-N,YBRDMVZHGGRQQD-XNMVFEFZSA-N,yes,yes,auto_accept_direct_FKS_or_glucan_synthase,medium_high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,pretraining_positive_medium_high_direct_FKS,1,0.75,yes,yes,no,external_database_assays_are_heterogeneous_do_not_pool_with_curated_papulacandin_MIC,optional_spot_check,1,0,1,0,0,1,1,1,1,0,1,1,0,1,0,1,0.009532,8.021,C38H63NO6,C1=C2[C@H](CC[C@H]3C4CCC[C@]23COC4)C2CCCCC2C1,76,629.4655387359999,629.9230000000001,7.265200000000008,176.29719999999952,108.08,2,6,8,45,7,5,0,5,4,0.8947368421052632,0,12,12,0,0,1,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Displacement of UDP-[3H]glucose from beta-1,3-glucan synthase in Candida albicans MY1055 microsomal membranes incubated '",can_enter_strict_candidate_set; spot_check_unchecked_target_or_ChEMBL_assay_type_if_high_priority,,,,external_database_field_review,1
external_fks_model_ready_v0_1,EXT-FKS-0384,CHEMBL3739756,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL3739756,CC(=O)O[C@@H]1C[C@@]23COC[C@](C)([C@@H]2CC[C@H]2C3=CC[C@@]3(C)[C@H](C(=O)O)[C@@](C)([C@H](C)C(C)C)CC[C@]23C)[C@H]1OCC(C)(C)N,CC(=O)O[C@@H]1C[C@@]23COC[C@](C)([C@@H]2CC[C@H]2C3=CC[C@@]3(C)[C@H](C(=O)O)[C@@](C)([C@H](C)C(C)C)CC[C@]23C)[C@H]1OCC(C)(C)N,ADWWHHWYQUJSHM-OHMQCKKCSA-N,ADWWHHWYQUJSHM-OHMQCKKCSA-N,yes,yes,auto_accept_direct_FKS_or_glucan_synthase,medium_high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,pretraining_positive_medium_high_direct_FKS,1,0.75,yes,yes,no,external_database_assays_are_heterogeneous_do_not_pool_with_curated_papulacandin_MIC,optional_spot_check,1,0,1,0,0,1,1,1,1,0,1,1,0,1,0,1,0.07482,7.126,C36H59NO6,C1=C2[C@H](CC[C@H]3C4CCC[C@]23COC4)C2CCCCC2C1,75,601.434238608,601.8690000000001,6.629100000000006,167.13319999999965,108.08,2,6,7,43,7,5,0,5,4,0.8888888888888888,0,11,11,0,0,1,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Displacement of UDP-[3H]glucose from beta-1,3-glucan synthase in Candida albicans MY1055 microsomal membranes incubated '",can_enter_strict_candidate_set; spot_check_unchecked_target_or_ChEMBL_assay_type_if_high_priority,,,,external_database_field_review,1
external_fks_model_ready_v0_1,EXT-FKS-0385,CHEMBL3740011,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL3740011,CC(C)[C@@H](C)[C@@]1(C)CC[C@]2(C)[C@H]3CC[C@@H]4[C@@]5(COC[C@@]4(C)[C@@H](OC[C@](C)(N)C(C)C)[C@H](n4nnc(N)n4)C5)C3=CC[C@@]2(C)[C@@H]1C(=O)O,CC(C)[C@@H](C)[C@@]1(C)CC[C@]2(C)[C@H]3CC[C@@H]4[C@@]5(COC[C@@]4(C)[C@@H](OC[C@](C)(N)C(C)C)[C@H](n4nnc(N)n4)C5)C3=CC[C@@]2(C)[C@@H]1C(=O)O,NTBFHMZIAFHMSU-KDSKPNBGSA-N,NTBFHMZIAFHMSU-KDSKPNBGSA-N,yes,yes,auto_accept_direct_FKS_or_glucan_synthase,medium_high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,pretraining_positive_medium_high_direct_FKS,1,0.75,yes,yes,no,external_database_assays_are_heterogeneous_do_not_pool_with_curated_papulacandin_MIC,optional_spot_check,1,0,1,0,0,1,1,1,1,0,1,1,0,1,0,1,0.003056,8.515,C37H62N6O4,C1=C2[C@H](CC[C@H]3C4COC[C@@]23C[C@@H](n2ncnn2)C4)C2CCCCC2C1,84,654.4832544640002,654.9410000000001,6.143500000000005,182.00959999999955,151.39999999999998,3,8,8,47,10,6,1,5,4,0.8918918918918919,0,12,12,0,0,1,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Displacement of UDP-[3H]glucose from beta-1,3-glucan synthase in Candida albicans MY1055 microsomal membranes incubated '",can_enter_strict_candidate_set; spot_check_unchecked_target_or_ChEMBL_assay_type_if_high_priority,,,,external_database_field_review,1
external_fks_model_ready_v0_1,EXT-FKS-0386,CHEMBL3740165,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL3740165,CC(=O)Nc1nnn([C@@H]2C[C@@]34COC[C@](C)([C@@H]3CC[C@H]3C4=CC[C@@]4(C)[C@H](C(=O)O)[C@@](C)([C@H](C)C(C)C)CC[C@]34C)[C@H]2OC[C@](C)(N)C(C)C)n1,CC(=O)Nc1nnn([C@@H]2C[C@@]34COC[C@](C)([C@@H]3CC[C@H]3C4=CC[C@@]4(C)[C@H](C(=O)O)[C@@](C)([C@H](C)C(C)C)CC[C@]34C)[C@H]2OC[C@](C)(N)C(C)C)n1,ATBYXTSCPAUSJJ-YVUSWWDISA-N,ATBYXTSCPAUSJJ-YVUSWWDISA-N,yes,yes,auto_accept_direct_FKS_or_glucan_synthase,medium_high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,pretraining_positive_medium_high_direct_FKS,1,0.75,yes,yes,no,external_database_assays_are_heterogeneous_do_not_pool_with_curated_papulacandin_MIC,optional_spot_check,1,0,1,0,0,1,1,1,1,0,1,1,0,1,0,1,0.08615,7.065,C39H64N6O5,C1=C2[C@H](CC[C@H]3C4COC[C@@]23C[C@@H](n2ncnn2)C4)C2CCCCC2C1,89,696.493819148,696.9779999999998,6.5197000000000065,191.90089999999933,154.48000000000002,3,8,9,50,11,6,1,5,4,0.8717948717948718,0,12,12,0,0,1,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Displacement of UDP-[3H]glucose from beta-1,3-glucan synthase in Candida albicans MY1055 microsomal membranes incubated '",can_enter_strict_candidate_set; spot_check_unchecked_target_or_ChEMBL_assay_type_if_high_priority,,,,external_database_field_review,1
external_fks_model_ready_v0_1,EXT-FKS-0387,CHEMBL3740167,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL3740167,CC(C)[C@@H](C)[C@@]1(C)CC[C@]2(C)[C@H]3CC[C@@H]4[C@@]5(COC[C@@]4(C)[C@@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@H](n4ccnn4)C5)C3=CC[C@@]2(C)[C@@H]1C(=O)O,CC(C)[C@@H](C)[C@@]1(C)CC[C@]2(C)[C@H]3CC[C@@H]4[C@@]5(COC[C@@]4(C)[C@@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@H](n4ccnn4)C5)C3=CC[C@@]2(C)[C@@H]1C(=O)O,OYLKOUVGEIVYFC-NZLNUFMPSA-N,OYLKOUVGEIVYFC-NZLNUFMPSA-N,yes,yes,auto_accept_direct_FKS_or_glucan_synthase,medium_high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,pretraining_positive_medium_high_direct_FKS,1,0.75,yes,yes,no,external_database_assays_are_heterogeneous_do_not_pool_with_curated_papulacandin_MIC,optional_spot_check,1,0,1,0,0,1,1,1,1,0,1,1,0,1,0,0,,,C38H59N3O9,C1=C2[C@H](CC[C@H]3C4COC[C@@]23C[C@@H](n2ccnn2)[C@@H]4O[C@H]2CCCCO2)C2CCCCC2C1,87,701.4251304679999,701.9019999999999,3.5928000000000013,181.27199999999957,176.62,5,10,7,50,12,7,1,6,5,0.868421052631579,0,16,16,0,0,1,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Displacement of UDP-[3H]glucose from beta-1,3-glucan synthase in Candida albicans MY1055 microsomal membranes incubated '",can_enter_strict_candidate_set; spot_check_unchecked_target_or_ChEMBL_assay_type_if_high_priority,,,,external_database_field_review,1
