activity_id,compound_id,endpoint_type,endpoint_value,endpoint_relation,unit,converted_value_uM,p_activity,label_active_inactive,organism,strain,strain_genotype,resistance_marker,assay_method,medium,temperature_c,duration_h,inoculum,serum_or_protein,solvent,replicates,purity_percent,endpoint_definition,assay_confidence_score,reference_id,source_table_or_figure,source_quote,curation_status,comments
ACT-2013-BRETAS-008,PAPU-0108,MIC,500,>,ug/mL,1591.849,,,Candida krusei,,,,serial dilution whole-cell antifungal assay; details visible only in user-provided thesis screenshots,not reported in provided thesis screenshots,,,,,,,,no compound was active up to the tested concentration of 500 ug/mL; curated as MIC >500 ug/mL,medium,PAPER-2013-BRETAS,Section 5.2 Testes de atividade biologica,Thesis Section 5.2 states that substance 6 was not active up to 500 ug/mL against the tested microorganisms.,curated,"Curated from user-provided thesis screenshot folder. Strain identifiers, medium, temperature, duration, inoculum, solvent and replicate count were not visible in the excerpt. This is whole-cell antifungal activity, not direct beta-glucan synthase inhibition."
ACT-2013-BRETAS-009,PAPU-0108,MIC,500,>,ug/mL,1591.849,,,Candida parapsilosis,,,,serial dilution whole-cell antifungal assay; details visible only in user-provided thesis screenshots,not reported in provided thesis screenshots,,,,,,,,no compound was active up to the tested concentration of 500 ug/mL; curated as MIC >500 ug/mL,medium,PAPER-2013-BRETAS,Section 5.2 Testes de atividade biologica,Thesis Section 5.2 states that substance 6 was not active up to 500 ug/mL against the tested microorganisms.,curated,"Curated from user-provided thesis screenshot folder. Strain identifiers, medium, temperature, duration, inoculum, solvent and replicate count were not visible in the excerpt. This is whole-cell antifungal activity, not direct beta-glucan synthase inhibition."
ACT-2013-BRETAS-010,PAPU-0108,MIC,500,>,ug/mL,1591.849,,,Paracoccidioides brasiliensis,,,,serial dilution whole-cell antifungal assay; details visible only in user-provided thesis screenshots,not reported in provided thesis screenshots,,,,,,,,no compound was active up to the tested concentration of 500 ug/mL; curated as MIC >500 ug/mL,medium,PAPER-2013-BRETAS,Section 5.2 Testes de atividade biologica,Thesis Section 5.2 states that substance 6 was not active up to 500 ug/mL against the tested microorganisms.,curated,"Curated from user-provided thesis screenshot folder. Strain identifiers, medium, temperature, duration, inoculum, solvent and replicate count were not visible in the excerpt. This is whole-cell antifungal activity, not direct beta-glucan synthase inhibition."
ACT-2013-BRETAS-011,PAPU-0110,MIC,500,>,ug/mL,1243.374,,,Candida albicans,,,,serial dilution whole-cell antifungal assay; details visible only in user-provided thesis screenshots,not reported in provided thesis screenshots,,,,,,,,no compound was active up to the tested concentration of 500 ug/mL; curated as MIC >500 ug/mL,medium,PAPER-2013-BRETAS,Section 5.2 Testes de atividade biologica,Thesis Section 5.2 states that substance 7 was not active up to 500 ug/mL against the tested microorganisms.,curated,"Curated from user-provided thesis screenshot folder. Strain identifiers, medium, temperature, duration, inoculum, solvent and replicate count were not visible in the excerpt. This is whole-cell antifungal activity, not direct beta-glucan synthase inhibition."
ACT-2013-BRETAS-012,PAPU-0110,MIC,500,>,ug/mL,1243.374,,,Candida tropicalis,,,,serial dilution whole-cell antifungal assay; details visible only in user-provided thesis screenshots,not reported in provided thesis screenshots,,,,,,,,no compound was active up to the tested concentration of 500 ug/mL; curated as MIC >500 ug/mL,medium,PAPER-2013-BRETAS,Section 5.2 Testes de atividade biologica,Thesis Section 5.2 states that substance 7 was not active up to 500 ug/mL against the tested microorganisms.,curated,"Curated from user-provided thesis screenshot folder. Strain identifiers, medium, temperature, duration, inoculum, solvent and replicate count were not visible in the excerpt. This is whole-cell antifungal activity, not direct beta-glucan synthase inhibition."
ACT-2013-BRETAS-013,PAPU-0110,MIC,500,>,ug/mL,1243.374,,,Candida krusei,,,,serial dilution whole-cell antifungal assay; details visible only in user-provided thesis screenshots,not reported in provided thesis screenshots,,,,,,,,no compound was active up to the tested concentration of 500 ug/mL; curated as MIC >500 ug/mL,medium,PAPER-2013-BRETAS,Section 5.2 Testes de atividade biologica,Thesis Section 5.2 states that substance 7 was not active up to 500 ug/mL against the tested microorganisms.,curated,"Curated from user-provided thesis screenshot folder. Strain identifiers, medium, temperature, duration, inoculum, solvent and replicate count were not visible in the excerpt. This is whole-cell antifungal activity, not direct beta-glucan synthase inhibition."
ACT-2013-BRETAS-014,PAPU-0110,MIC,500,>,ug/mL,1243.374,,,Candida parapsilosis,,,,serial dilution whole-cell antifungal assay; details visible only in user-provided thesis screenshots,not reported in provided thesis screenshots,,,,,,,,no compound was active up to the tested concentration of 500 ug/mL; curated as MIC >500 ug/mL,medium,PAPER-2013-BRETAS,Section 5.2 Testes de atividade biologica,Thesis Section 5.2 states that substance 7 was not active up to 500 ug/mL against the tested microorganisms.,curated,"Curated from user-provided thesis screenshot folder. Strain identifiers, medium, temperature, duration, inoculum, solvent and replicate count were not visible in the excerpt. This is whole-cell antifungal activity, not direct beta-glucan synthase inhibition."
ACT-2013-BRETAS-015,PAPU-0110,MIC,500,>,ug/mL,1243.374,,,Paracoccidioides brasiliensis,,,,serial dilution whole-cell antifungal assay; details visible only in user-provided thesis screenshots,not reported in provided thesis screenshots,,,,,,,,no compound was active up to the tested concentration of 500 ug/mL; curated as MIC >500 ug/mL,medium,PAPER-2013-BRETAS,Section 5.2 Testes de atividade biologica,Thesis Section 5.2 states that substance 7 was not active up to 500 ug/mL against the tested microorganisms.,curated,"Curated from user-provided thesis screenshot folder. Strain identifiers, medium, temperature, duration, inoculum, solvent and replicate count were not visible in the excerpt. This is whole-cell antifungal activity, not direct beta-glucan synthase inhibition."
ACT-2013-BRETAS-016,PAPU-0138,MIC,500,>,ug/mL,706.977,,,Candida albicans,,,,serial dilution whole-cell antifungal assay; details visible only in user-provided thesis screenshots,not reported in provided thesis screenshots,,,,,,,,no compound was active up to the tested concentration of 500 ug/mL; curated as MIC >500 ug/mL,medium,PAPER-2013-BRETAS,Section 5.2 Testes de atividade biologica,Thesis Section 5.2 states that substance 8 was not active up to 500 ug/mL against the tested microorganisms.,curated,"Curated from user-provided thesis screenshot folder. Strain identifiers, medium, temperature, duration, inoculum, solvent and replicate count were not visible in the excerpt. This is whole-cell antifungal activity, not direct beta-glucan synthase inhibition."
ACT-2013-BRETAS-017,PAPU-0138,MIC,500,>,ug/mL,706.977,,,Candida tropicalis,,,,serial dilution whole-cell antifungal assay; details visible only in user-provided thesis screenshots,not reported in provided thesis screenshots,,,,,,,,no compound was active up to the tested concentration of 500 ug/mL; curated as MIC >500 ug/mL,medium,PAPER-2013-BRETAS,Section 5.2 Testes de atividade biologica,Thesis Section 5.2 states that substance 8 was not active up to 500 ug/mL against the tested microorganisms.,curated,"Curated from user-provided thesis screenshot folder. Strain identifiers, medium, temperature, duration, inoculum, solvent and replicate count were not visible in the excerpt. This is whole-cell antifungal activity, not direct beta-glucan synthase inhibition."
ACT-2013-BRETAS-018,PAPU-0138,MIC,500,>,ug/mL,706.977,,,Candida krusei,,,,serial dilution whole-cell antifungal assay; details visible only in user-provided thesis screenshots,not reported in provided thesis screenshots,,,,,,,,no compound was active up to the tested concentration of 500 ug/mL; curated as MIC >500 ug/mL,medium,PAPER-2013-BRETAS,Section 5.2 Testes de atividade biologica,Thesis Section 5.2 states that substance 8 was not active up to 500 ug/mL against the tested microorganisms.,curated,"Curated from user-provided thesis screenshot folder. Strain identifiers, medium, temperature, duration, inoculum, solvent and replicate count were not visible in the excerpt. This is whole-cell antifungal activity, not direct beta-glucan synthase inhibition."
ACT-2013-BRETAS-019,PAPU-0138,MIC,500,>,ug/mL,706.977,,,Candida parapsilosis,,,,serial dilution whole-cell antifungal assay; details visible only in user-provided thesis screenshots,not reported in provided thesis screenshots,,,,,,,,no compound was active up to the tested concentration of 500 ug/mL; curated as MIC >500 ug/mL,medium,PAPER-2013-BRETAS,Section 5.2 Testes de atividade biologica,Thesis Section 5.2 states that substance 8 was not active up to 500 ug/mL against the tested microorganisms.,curated,"Curated from user-provided thesis screenshot folder. Strain identifiers, medium, temperature, duration, inoculum, solvent and replicate count were not visible in the excerpt. This is whole-cell antifungal activity, not direct beta-glucan synthase inhibition."
ACT-2013-BRETAS-020,PAPU-0138,MIC,500,>,ug/mL,706.977,,,Paracoccidioides brasiliensis,,,,serial dilution whole-cell antifungal assay; details visible only in user-provided thesis screenshots,not reported in provided thesis screenshots,,,,,,,,no compound was active up to the tested concentration of 500 ug/mL; curated as MIC >500 ug/mL,medium,PAPER-2013-BRETAS,Section 5.2 Testes de atividade biologica,Thesis Section 5.2 states that substance 8 was not active up to 500 ug/mL against the tested microorganisms.,curated,"Curated from user-provided thesis screenshot folder. Strain identifiers, medium, temperature, duration, inoculum, solvent and replicate count were not visible in the excerpt. This is whole-cell antifungal activity, not direct beta-glucan synthase inhibition."
ACT-2013-BRETAS-021,PAPU-0139,MIC,500,>,ug/mL,706.977,,,Candida albicans,,,,serial dilution whole-cell antifungal assay; details visible only in user-provided thesis screenshots,not reported in provided thesis screenshots,,,,,,,,no compound was active up to the tested concentration of 500 ug/mL; curated as MIC >500 ug/mL,medium,PAPER-2013-BRETAS,Section 5.2 Testes de atividade biologica,Thesis Section 5.2 states that substance 8.1 was not active up to 500 ug/mL against the tested microorganisms.,curated,"Curated from user-provided thesis screenshot folder. Strain identifiers, medium, temperature, duration, inoculum, solvent and replicate count were not visible in the excerpt. This is whole-cell antifungal activity, not direct beta-glucan synthase inhibition."
ACT-2013-BRETAS-022,PAPU-0139,MIC,500,>,ug/mL,706.977,,,Candida tropicalis,,,,serial dilution whole-cell antifungal assay; details visible only in user-provided thesis screenshots,not reported in provided thesis screenshots,,,,,,,,no compound was active up to the tested concentration of 500 ug/mL; curated as MIC >500 ug/mL,medium,PAPER-2013-BRETAS,Section 5.2 Testes de atividade biologica,Thesis Section 5.2 states that substance 8.1 was not active up to 500 ug/mL against the tested microorganisms.,curated,"Curated from user-provided thesis screenshot folder. Strain identifiers, medium, temperature, duration, inoculum, solvent and replicate count were not visible in the excerpt. This is whole-cell antifungal activity, not direct beta-glucan synthase inhibition."
ACT-2013-BRETAS-023,PAPU-0139,MIC,500,>,ug/mL,706.977,,,Candida krusei,,,,serial dilution whole-cell antifungal assay; details visible only in user-provided thesis screenshots,not reported in provided thesis screenshots,,,,,,,,no compound was active up to the tested concentration of 500 ug/mL; curated as MIC >500 ug/mL,medium,PAPER-2013-BRETAS,Section 5.2 Testes de atividade biologica,Thesis Section 5.2 states that substance 8.1 was not active up to 500 ug/mL against the tested microorganisms.,curated,"Curated from user-provided thesis screenshot folder. Strain identifiers, medium, temperature, duration, inoculum, solvent and replicate count were not visible in the excerpt. This is whole-cell antifungal activity, not direct beta-glucan synthase inhibition."
ACT-2013-BRETAS-024,PAPU-0139,MIC,500,>,ug/mL,706.977,,,Candida parapsilosis,,,,serial dilution whole-cell antifungal assay; details visible only in user-provided thesis screenshots,not reported in provided thesis screenshots,,,,,,,,no compound was active up to the tested concentration of 500 ug/mL; curated as MIC >500 ug/mL,medium,PAPER-2013-BRETAS,Section 5.2 Testes de atividade biologica,Thesis Section 5.2 states that substance 8.1 was not active up to 500 ug/mL against the tested microorganisms.,curated,"Curated from user-provided thesis screenshot folder. Strain identifiers, medium, temperature, duration, inoculum, solvent and replicate count were not visible in the excerpt. This is whole-cell antifungal activity, not direct beta-glucan synthase inhibition."
ACT-2013-BRETAS-025,PAPU-0139,MIC,500,>,ug/mL,706.977,,,Paracoccidioides brasiliensis,,,,serial dilution whole-cell antifungal assay; details visible only in user-provided thesis screenshots,not reported in provided thesis screenshots,,,,,,,,no compound was active up to the tested concentration of 500 ug/mL; curated as MIC >500 ug/mL,medium,PAPER-2013-BRETAS,Section 5.2 Testes de atividade biologica,Thesis Section 5.2 states that substance 8.1 was not active up to 500 ug/mL against the tested microorganisms.,curated,"Curated from user-provided thesis screenshot folder. Strain identifiers, medium, temperature, duration, inoculum, solvent and replicate count were not visible in the excerpt. This is whole-cell antifungal activity, not direct beta-glucan synthase inhibition."
ACT-2013-BRETAS-026,PAPU-0140,MIC,500,>,ug/mL,493.904,,,Candida albicans,,,,serial dilution whole-cell antifungal assay; details visible only in user-provided thesis screenshots,not reported in provided thesis screenshots,,,,,,,,no compound was active up to the tested concentration of 500 ug/mL; curated as MIC >500 ug/mL,medium,PAPER-2013-BRETAS,Section 5.2 Testes de atividade biologica,Thesis Section 5.2 states that substance 8.2 was not active up to 500 ug/mL against the tested microorganisms.,curated,"Curated from user-provided thesis screenshot folder. Strain identifiers, medium, temperature, duration, inoculum, solvent and replicate count were not visible in the excerpt. This is whole-cell antifungal activity, not direct beta-glucan synthase inhibition."
