activity_id,compound_id,endpoint_type,endpoint_value,endpoint_relation,unit,converted_value_uM,p_activity,label_active_inactive,organism,strain,strain_genotype,resistance_marker,assay_method,medium,temperature_c,duration_h,inoculum,serum_or_protein,solvent,replicates,purity_percent,endpoint_definition,assay_confidence_score,reference_id,source_table_or_figure,source_quote,curation_status,comments
ACT-1996-YEUNG-211,PAPU-0089,MIC,1.56,=,ug/mL,,,,Candida albicans,ATCC 10231,,,microtiter broth dilution,Yeast Nitrogen Base with 1% glucose,,,,none,,,,minimum inhibitory concentration in presence or absence of 50% mouse serum,high,PAPER-1996-YEUNG,Table 1,Table 1 reports 6s MIC 1.56 ug/mL against Candida albicans ATCC 10231 without serum.,curated,No uM conversion entered because full exact MW for the C-6' analog set is pending manual structure transcription.
ACT-1996-YEUNG-212,PAPU-0089,MIC,0.78,=,ug/mL,,,,Candida albicans,579a,,,microtiter broth dilution,Yeast Nitrogen Base with 1% glucose,,,,none,,,,minimum inhibitory concentration in presence or absence of 50% mouse serum,high,PAPER-1996-YEUNG,Table 1,Table 1 reports 6s MIC 0.78 ug/mL against Candida albicans 579a without serum.,curated,No uM conversion entered because full exact MW for the C-6' analog set is pending manual structure transcription.
ACT-1996-YEUNG-213,PAPU-0089,MIC,1.56,=,ug/mL,,,,Candida albicans,CCH 442,,,microtiter broth dilution,Yeast Nitrogen Base with 1% glucose,,,,none,,,,minimum inhibitory concentration in presence or absence of 50% mouse serum,high,PAPER-1996-YEUNG,Table 1,Table 1 reports 6s MIC 1.56 ug/mL against Candida albicans CCH 442 without serum.,curated,No uM conversion entered because full exact MW for the C-6' analog set is pending manual structure transcription.
ACT-1996-YEUNG-214,PAPU-0089,MIC,1.56,=,ug/mL,,,,Candida albicans,ATCC 38247,,,microtiter broth dilution,Yeast Nitrogen Base with 1% glucose,,,,none,,,,minimum inhibitory concentration in presence or absence of 50% mouse serum,high,PAPER-1996-YEUNG,Table 1,Table 1 reports 6s MIC 1.56 ug/mL against Candida albicans ATCC 38247 without serum.,curated,No uM conversion entered because full exact MW for the C-6' analog set is pending manual structure transcription.
ACT-1996-YEUNG-215,PAPU-0089,MIC,3.12,=,ug/mL,,,,Candida albicans,ATCC 62376,,,microtiter broth dilution,Yeast Nitrogen Base with 1% glucose,,,,none,,,,minimum inhibitory concentration in presence or absence of 50% mouse serum,high,PAPER-1996-YEUNG,Table 1,Table 1 reports 6s MIC 3.12 ug/mL against Candida albicans ATCC 62376 without serum.,curated,No uM conversion entered because full exact MW for the C-6' analog set is pending manual structure transcription.
ACT-1996-YEUNG-216,PAPU-0089,MIC,50,=,ug/mL,,,,Candida albicans,ATCC 10231,,,microtiter broth dilution,Yeast Nitrogen Base with 1% glucose,,,,50% mouse serum,,,,minimum inhibitory concentration in presence or absence of 50% mouse serum,high,PAPER-1996-YEUNG,Table 1,Table 1 reports 6s MIC 50 ug/mL against Candida albicans ATCC 10231 with 50% mouse serum.,curated,No uM conversion entered because full exact MW for the C-6' analog set is pending manual structure transcription.
ACT-1996-YEUNG-217,PAPU-0089,MIC,50,=,ug/mL,,,,Candida albicans,579a,,,microtiter broth dilution,Yeast Nitrogen Base with 1% glucose,,,,50% mouse serum,,,,minimum inhibitory concentration in presence or absence of 50% mouse serum,high,PAPER-1996-YEUNG,Table 1,Table 1 reports 6s MIC 50 ug/mL against Candida albicans 579a with 50% mouse serum.,curated,No uM conversion entered because full exact MW for the C-6' analog set is pending manual structure transcription.
ACT-1996-YEUNG-218,PAPU-0089,MIC,100,=,ug/mL,,,,Candida albicans,CCH 442,,,microtiter broth dilution,Yeast Nitrogen Base with 1% glucose,,,,50% mouse serum,,,,minimum inhibitory concentration in presence or absence of 50% mouse serum,high,PAPER-1996-YEUNG,Table 1,Table 1 reports 6s MIC 100 ug/mL against Candida albicans CCH 442 with 50% mouse serum.,curated,No uM conversion entered because full exact MW for the C-6' analog set is pending manual structure transcription.
ACT-1996-YEUNG-219,PAPU-0089,MIC,100,=,ug/mL,,,,Candida albicans,ATCC 38247,,,microtiter broth dilution,Yeast Nitrogen Base with 1% glucose,,,,50% mouse serum,,,,minimum inhibitory concentration in presence or absence of 50% mouse serum,high,PAPER-1996-YEUNG,Table 1,Table 1 reports 6s MIC 100 ug/mL against Candida albicans ATCC 38247 with 50% mouse serum.,curated,No uM conversion entered because full exact MW for the C-6' analog set is pending manual structure transcription.
ACT-1996-YEUNG-220,PAPU-0089,MIC,25,=,ug/mL,,,,Candida albicans,ATCC 62376,,,microtiter broth dilution,Yeast Nitrogen Base with 1% glucose,,,,50% mouse serum,,,,minimum inhibitory concentration in presence or absence of 50% mouse serum,high,PAPER-1996-YEUNG,Table 1,Table 1 reports 6s MIC 25 ug/mL against Candida albicans ATCC 62376 with 50% mouse serum.,curated,No uM conversion entered because full exact MW for the C-6' analog set is pending manual structure transcription.
ACT-1996-YEUNG-221,PAPU-0090,MIC,6.25,=,ug/mL,,,,Candida albicans,ATCC 10231,,,microtiter broth dilution,Yeast Nitrogen Base with 1% glucose,,,,none,,,,minimum inhibitory concentration in presence or absence of 50% mouse serum,high,PAPER-1996-YEUNG,Table 1,Table 1 reports 6t MIC 6.25 ug/mL against Candida albicans ATCC 10231 without serum.,curated,No uM conversion entered because full exact MW for the C-6' analog set is pending manual structure transcription.
ACT-1996-YEUNG-222,PAPU-0090,MIC,1.56,=,ug/mL,,,,Candida albicans,579a,,,microtiter broth dilution,Yeast Nitrogen Base with 1% glucose,,,,none,,,,minimum inhibitory concentration in presence or absence of 50% mouse serum,high,PAPER-1996-YEUNG,Table 1,Table 1 reports 6t MIC 1.56 ug/mL against Candida albicans 579a without serum.,curated,No uM conversion entered because full exact MW for the C-6' analog set is pending manual structure transcription.
ACT-1996-YEUNG-223,PAPU-0090,MIC,6.25,=,ug/mL,,,,Candida albicans,CCH 442,,,microtiter broth dilution,Yeast Nitrogen Base with 1% glucose,,,,none,,,,minimum inhibitory concentration in presence or absence of 50% mouse serum,high,PAPER-1996-YEUNG,Table 1,Table 1 reports 6t MIC 6.25 ug/mL against Candida albicans CCH 442 without serum.,curated,No uM conversion entered because full exact MW for the C-6' analog set is pending manual structure transcription.
ACT-1996-YEUNG-224,PAPU-0090,MIC,6.25,=,ug/mL,,,,Candida albicans,ATCC 38247,,,microtiter broth dilution,Yeast Nitrogen Base with 1% glucose,,,,none,,,,minimum inhibitory concentration in presence or absence of 50% mouse serum,high,PAPER-1996-YEUNG,Table 1,Table 1 reports 6t MIC 6.25 ug/mL against Candida albicans ATCC 38247 without serum.,curated,No uM conversion entered because full exact MW for the C-6' analog set is pending manual structure transcription.
ACT-1996-YEUNG-225,PAPU-0090,MIC,1.56,=,ug/mL,,,,Candida albicans,ATCC 62376,,,microtiter broth dilution,Yeast Nitrogen Base with 1% glucose,,,,none,,,,minimum inhibitory concentration in presence or absence of 50% mouse serum,high,PAPER-1996-YEUNG,Table 1,Table 1 reports 6t MIC 1.56 ug/mL against Candida albicans ATCC 62376 without serum.,curated,No uM conversion entered because full exact MW for the C-6' analog set is pending manual structure transcription.
ACT-1996-YEUNG-226,PAPU-0090,MIC,50,=,ug/mL,,,,Candida albicans,ATCC 10231,,,microtiter broth dilution,Yeast Nitrogen Base with 1% glucose,,,,50% mouse serum,,,,minimum inhibitory concentration in presence or absence of 50% mouse serum,high,PAPER-1996-YEUNG,Table 1,Table 1 reports 6t MIC 50 ug/mL against Candida albicans ATCC 10231 with 50% mouse serum.,curated,No uM conversion entered because full exact MW for the C-6' analog set is pending manual structure transcription.
ACT-1996-YEUNG-227,PAPU-0090,MIC,50,=,ug/mL,,,,Candida albicans,579a,,,microtiter broth dilution,Yeast Nitrogen Base with 1% glucose,,,,50% mouse serum,,,,minimum inhibitory concentration in presence or absence of 50% mouse serum,high,PAPER-1996-YEUNG,Table 1,Table 1 reports 6t MIC 50 ug/mL against Candida albicans 579a with 50% mouse serum.,curated,No uM conversion entered because full exact MW for the C-6' analog set is pending manual structure transcription.
ACT-1996-YEUNG-228,PAPU-0090,MIC,50,=,ug/mL,,,,Candida albicans,CCH 442,,,microtiter broth dilution,Yeast Nitrogen Base with 1% glucose,,,,50% mouse serum,,,,minimum inhibitory concentration in presence or absence of 50% mouse serum,high,PAPER-1996-YEUNG,Table 1,Table 1 reports 6t MIC 50 ug/mL against Candida albicans CCH 442 with 50% mouse serum.,curated,No uM conversion entered because full exact MW for the C-6' analog set is pending manual structure transcription.
ACT-1996-YEUNG-229,PAPU-0090,MIC,100,=,ug/mL,,,,Candida albicans,ATCC 38247,,,microtiter broth dilution,Yeast Nitrogen Base with 1% glucose,,,,50% mouse serum,,,,minimum inhibitory concentration in presence or absence of 50% mouse serum,high,PAPER-1996-YEUNG,Table 1,Table 1 reports 6t MIC 100 ug/mL against Candida albicans ATCC 38247 with 50% mouse serum.,curated,No uM conversion entered because full exact MW for the C-6' analog set is pending manual structure transcription.
ACT-1996-YEUNG-230,PAPU-0090,MIC,50,=,ug/mL,,,,Candida albicans,ATCC 62376,,,microtiter broth dilution,Yeast Nitrogen Base with 1% glucose,,,,50% mouse serum,,,,minimum inhibitory concentration in presence or absence of 50% mouse serum,high,PAPER-1996-YEUNG,Table 1,Table 1 reports 6t MIC 50 ug/mL against Candida albicans ATCC 62376 with 50% mouse serum.,curated,No uM conversion entered because full exact MW for the C-6' analog set is pending manual structure transcription.
ACT-1996-YEUNG-231,PAPU-0091,MIC,12.5,=,ug/mL,,,,Candida albicans,ATCC 10231,,,microtiter broth dilution,Yeast Nitrogen Base with 1% glucose,,,,none,,,,minimum inhibitory concentration in presence or absence of 50% mouse serum,high,PAPER-1996-YEUNG,Table 1,Table 1 reports 6u MIC 12.5 ug/mL against Candida albicans ATCC 10231 without serum.,curated,No uM conversion entered because full exact MW for the C-6' analog set is pending manual structure transcription.
ACT-1996-YEUNG-232,PAPU-0091,MIC,6.25,=,ug/mL,,,,Candida albicans,579a,,,microtiter broth dilution,Yeast Nitrogen Base with 1% glucose,,,,none,,,,minimum inhibitory concentration in presence or absence of 50% mouse serum,high,PAPER-1996-YEUNG,Table 1,Table 1 reports 6u MIC 6.25 ug/mL against Candida albicans 579a without serum.,curated,No uM conversion entered because full exact MW for the C-6' analog set is pending manual structure transcription.
ACT-1996-YEUNG-233,PAPU-0091,MIC,6.25,=,ug/mL,,,,Candida albicans,CCH 442,,,microtiter broth dilution,Yeast Nitrogen Base with 1% glucose,,,,none,,,,minimum inhibitory concentration in presence or absence of 50% mouse serum,high,PAPER-1996-YEUNG,Table 1,Table 1 reports 6u MIC 6.25 ug/mL against Candida albicans CCH 442 without serum.,curated,No uM conversion entered because full exact MW for the C-6' analog set is pending manual structure transcription.
ACT-1996-YEUNG-234,PAPU-0091,MIC,6.25,=,ug/mL,,,,Candida albicans,ATCC 38247,,,microtiter broth dilution,Yeast Nitrogen Base with 1% glucose,,,,none,,,,minimum inhibitory concentration in presence or absence of 50% mouse serum,high,PAPER-1996-YEUNG,Table 1,Table 1 reports 6u MIC 6.25 ug/mL against Candida albicans ATCC 38247 without serum.,curated,No uM conversion entered because full exact MW for the C-6' analog set is pending manual structure transcription.
ACT-1996-YEUNG-235,PAPU-0091,MIC,12.5,=,ug/mL,,,,Candida albicans,ATCC 62376,,,microtiter broth dilution,Yeast Nitrogen Base with 1% glucose,,,,none,,,,minimum inhibitory concentration in presence or absence of 50% mouse serum,high,PAPER-1996-YEUNG,Table 1,Table 1 reports 6u MIC 12.5 ug/mL against Candida albicans ATCC 62376 without serum.,curated,No uM conversion entered because full exact MW for the C-6' analog set is pending manual structure transcription.
ACT-1996-YEUNG-236,PAPU-0091,MIC,100,>,ug/mL,,,,Candida albicans,ATCC 10231,,,microtiter broth dilution,Yeast Nitrogen Base with 1% glucose,,,,50% mouse serum,,,,minimum inhibitory concentration in presence or absence of 50% mouse serum,high,PAPER-1996-YEUNG,Table 1,Table 1 reports 6u MIC >100 ug/mL against Candida albicans ATCC 10231 with 50% mouse serum.,curated,No uM conversion entered because full exact MW for the C-6' analog set is pending manual structure transcription.
ACT-1996-YEUNG-237,PAPU-0091,MIC,100,>,ug/mL,,,,Candida albicans,579a,,,microtiter broth dilution,Yeast Nitrogen Base with 1% glucose,,,,50% mouse serum,,,,minimum inhibitory concentration in presence or absence of 50% mouse serum,high,PAPER-1996-YEUNG,Table 1,Table 1 reports 6u MIC >100 ug/mL against Candida albicans 579a with 50% mouse serum.,curated,No uM conversion entered because full exact MW for the C-6' analog set is pending manual structure transcription.
ACT-1996-YEUNG-238,PAPU-0091,MIC,100,>,ug/mL,,,,Candida albicans,CCH 442,,,microtiter broth dilution,Yeast Nitrogen Base with 1% glucose,,,,50% mouse serum,,,,minimum inhibitory concentration in presence or absence of 50% mouse serum,high,PAPER-1996-YEUNG,Table 1,Table 1 reports 6u MIC >100 ug/mL against Candida albicans CCH 442 with 50% mouse serum.,curated,No uM conversion entered because full exact MW for the C-6' analog set is pending manual structure transcription.
ACT-1996-YEUNG-239,PAPU-0091,MIC,100,>,ug/mL,,,,Candida albicans,ATCC 38247,,,microtiter broth dilution,Yeast Nitrogen Base with 1% glucose,,,,50% mouse serum,,,,minimum inhibitory concentration in presence or absence of 50% mouse serum,high,PAPER-1996-YEUNG,Table 1,Table 1 reports 6u MIC >100 ug/mL against Candida albicans ATCC 38247 with 50% mouse serum.,curated,No uM conversion entered because full exact MW for the C-6' analog set is pending manual structure transcription.
ACT-1996-YEUNG-240,PAPU-0091,MIC,100,>,ug/mL,,,,Candida albicans,ATCC 62376,,,microtiter broth dilution,Yeast Nitrogen Base with 1% glucose,,,,50% mouse serum,,,,minimum inhibitory concentration in presence or absence of 50% mouse serum,high,PAPER-1996-YEUNG,Table 1,Table 1 reports 6u MIC >100 ug/mL against Candida albicans ATCC 62376 with 50% mouse serum.,curated,No uM conversion entered because full exact MW for the C-6' analog set is pending manual structure transcription.
ACT-1997-GUNAWARDANA-001,PAPU-0092,MIC,0.98,=,ug/mL,1.212,5.916,,Candida albicans,CCH 442,,,microtiter broth dilution sorbitol protection assay,condition: without 0.8 M sorbitol,,48,2e5 organisms/mL,none,,,,MIC at 2-day growth in presence or absence of 0.8 M sorbitol,high,PAPER-1997-GUNAWARDANA,Table 2,Table 2 reports Corynecandin MIC 0.98 ug/mL against Candida albicans CCH 442 without 0.8 M sorbitol.,curated,"Sorbitol is an osmotic protection condition, not serum. Cilofungin and amphotericin B comparator rows were not curated under the Papulacandin-only v0.1 boundary."
ACT-1997-GUNAWARDANA-002,PAPU-0092,MIC,250,>,ug/mL,309.257,,,Candida albicans,CCH 442,,,microtiter broth dilution sorbitol protection assay,condition: with 0.8 M sorbitol,,48,2e5 organisms/mL,none,,,,MIC at 2-day growth in presence or absence of 0.8 M sorbitol,high,PAPER-1997-GUNAWARDANA,Table 2,Table 2 reports Corynecandin MIC >250 ug/mL against Candida albicans CCH 442 with 0.8 M sorbitol.,curated,"Sorbitol is an osmotic protection condition, not serum. Cilofungin and amphotericin B comparator rows were not curated under the Papulacandin-only v0.1 boundary."
ACT-1997-GUNAWARDANA-003,PAPU-0066,MIC,1.96,=,ug/mL,,,,Candida albicans,CCH 442,,,microtiter broth dilution sorbitol protection assay,condition: without 0.8 M sorbitol,,48,2e5 organisms/mL,none,,,,MIC at 2-day growth in presence or absence of 0.8 M sorbitol,high,PAPER-1997-GUNAWARDANA,Table 2,Table 2 reports Fusacandin MIC 1.96 ug/mL against Candida albicans CCH 442 without 0.8 M sorbitol.,curated,"Sorbitol is an osmotic protection condition, not serum. Cilofungin and amphotericin B comparator rows were not curated under the Papulacandin-only v0.1 boundary. Table label is Fusacandin; curated as PAPU-0066 Fusacandin A comparator and should be manually checked if exact congener identity becomes important."
ACT-1997-GUNAWARDANA-004,PAPU-0066,MIC,250,>,ug/mL,,,,Candida albicans,CCH 442,,,microtiter broth dilution sorbitol protection assay,condition: with 0.8 M sorbitol,,48,2e5 organisms/mL,none,,,,MIC at 2-day growth in presence or absence of 0.8 M sorbitol,high,PAPER-1997-GUNAWARDANA,Table 2,Table 2 reports Fusacandin MIC >250 ug/mL against Candida albicans CCH 442 with 0.8 M sorbitol.,curated,"Sorbitol is an osmotic protection condition, not serum. Cilofungin and amphotericin B comparator rows were not curated under the Papulacandin-only v0.1 boundary. Table label is Fusacandin; curated as PAPU-0066 Fusacandin A comparator and should be manually checked if exact congener identity becomes important."
ACT-1997-GUNAWARDANA-005,PAPU-0002,MIC,1.96,=,ug/mL,2.178,5.662,,Candida albicans,CCH 442,,,microtiter broth dilution sorbitol protection assay,condition: without 0.8 M sorbitol,,48,2e5 organisms/mL,none,,,,MIC at 2-day growth in presence or absence of 0.8 M sorbitol,high,PAPER-1997-GUNAWARDANA,Table 2,Table 2 reports Papulacandin B MIC 1.96 ug/mL against Candida albicans CCH 442 without 0.8 M sorbitol.,curated,"Sorbitol is an osmotic protection condition, not serum. Cilofungin and amphotericin B comparator rows were not curated under the Papulacandin-only v0.1 boundary."
ACT-1997-GUNAWARDANA-006,PAPU-0002,MIC,250,>,ug/mL,277.778,,,Candida albicans,CCH 442,,,microtiter broth dilution sorbitol protection assay,condition: with 0.8 M sorbitol,,48,2e5 organisms/mL,none,,,,MIC at 2-day growth in presence or absence of 0.8 M sorbitol,high,PAPER-1997-GUNAWARDANA,Table 2,Table 2 reports Papulacandin B MIC >250 ug/mL against Candida albicans CCH 442 with 0.8 M sorbitol.,curated,"Sorbitol is an osmotic protection condition, not serum. Cilofungin and amphotericin B comparator rows were not curated under the Papulacandin-only v0.1 boundary."
ACT-2002-OHYAMA-001,PAPU-0096,MIC,2,=,ug/mL,2.474,5.607,,Candida albicans,ATCC 90028,,,microbroth dilution method according to Japanese Society for Medical Mycology,RPMI 1640 buffered with 0.165 M MOPS (pH 7.0),,,,none,,,,minimum inhibitory concentration,high,PAPER-2002-OHYAMA,Table 4,Table 4 reports F-10748 B1 MIC 2 ug/mL against Candida albicans ATCC 90028.,curated,A1/A2 were not included in Table 4. RPMI-MOPS condition has no serum/protein addition reported.
ACT-2002-OHYAMA-002,PAPU-0097,MIC,2,=,ug/mL,2.468,5.608,,Candida albicans,ATCC 90028,,,microbroth dilution method according to Japanese Society for Medical Mycology,RPMI 1640 buffered with 0.165 M MOPS (pH 7.0),,,,none,,,,minimum inhibitory concentration,high,PAPER-2002-OHYAMA,Table 4,Table 4 reports F-10748 B2 MIC 2 ug/mL against Candida albicans ATCC 90028.,curated,A1/A2 were not included in Table 4. RPMI-MOPS condition has no serum/protein addition reported.
ACT-2002-OHYAMA-003,PAPU-0098,MIC,2,=,ug/mL,2.432,5.614,,Candida albicans,ATCC 90028,,,microbroth dilution method according to Japanese Society for Medical Mycology,RPMI 1640 buffered with 0.165 M MOPS (pH 7.0),,,,none,,,,minimum inhibitory concentration,high,PAPER-2002-OHYAMA,Table 4,Table 4 reports F-10748 C1 MIC 2 ug/mL against Candida albicans ATCC 90028.,curated,A1/A2 were not included in Table 4. RPMI-MOPS condition has no serum/protein addition reported.
ACT-2002-OHYAMA-004,PAPU-0099,MIC,2,=,ug/mL,2.426,5.615,,Candida albicans,ATCC 90028,,,microbroth dilution method according to Japanese Society for Medical Mycology,RPMI 1640 buffered with 0.165 M MOPS (pH 7.0),,,,none,,,,minimum inhibitory concentration,high,PAPER-2002-OHYAMA,Table 4,Table 4 reports F-10748 C2 MIC 2 ug/mL against Candida albicans ATCC 90028.,curated,A1/A2 were not included in Table 4. RPMI-MOPS condition has no serum/protein addition reported.
ACT-2002-OHYAMA-005,PAPU-0100,MIC,0.5,=,ug/mL,0.598,6.223,,Candida albicans,ATCC 90028,,,microbroth dilution method according to Japanese Society for Medical Mycology,RPMI 1640 buffered with 0.165 M MOPS (pH 7.0),,,,none,,,,minimum inhibitory concentration,high,PAPER-2002-OHYAMA,Table 4,Table 4 reports F-10748 D1 MIC 0.5 ug/mL against Candida albicans ATCC 90028.,curated,A1/A2 were not included in Table 4. RPMI-MOPS condition has no serum/protein addition reported.
ACT-2002-OHYAMA-006,PAPU-0101,MIC,0.5,=,ug/mL,0.596,6.225,,Candida albicans,ATCC 90028,,,microbroth dilution method according to Japanese Society for Medical Mycology,RPMI 1640 buffered with 0.165 M MOPS (pH 7.0),,,,none,,,,minimum inhibitory concentration,high,PAPER-2002-OHYAMA,Table 4,Table 4 reports F-10748 D2 MIC 0.5 ug/mL against Candida albicans ATCC 90028.,curated,A1/A2 were not included in Table 4. RPMI-MOPS condition has no serum/protein addition reported.
ACT-2002-OHYAMA-007,PAPU-0096,MIC,2,=,ug/mL,2.474,5.607,,Candida albicans,ATCC 90029,,,microbroth dilution method according to Japanese Society for Medical Mycology,RPMI 1640 buffered with 0.165 M MOPS (pH 7.0),,,,none,,,,minimum inhibitory concentration,high,PAPER-2002-OHYAMA,Table 4,Table 4 reports F-10748 B1 MIC 2 ug/mL against Candida albicans ATCC 90029.,curated,A1/A2 were not included in Table 4. RPMI-MOPS condition has no serum/protein addition reported.
ACT-2002-OHYAMA-008,PAPU-0097,MIC,2,=,ug/mL,2.468,5.608,,Candida albicans,ATCC 90029,,,microbroth dilution method according to Japanese Society for Medical Mycology,RPMI 1640 buffered with 0.165 M MOPS (pH 7.0),,,,none,,,,minimum inhibitory concentration,high,PAPER-2002-OHYAMA,Table 4,Table 4 reports F-10748 B2 MIC 2 ug/mL against Candida albicans ATCC 90029.,curated,A1/A2 were not included in Table 4. RPMI-MOPS condition has no serum/protein addition reported.
ACT-2002-OHYAMA-009,PAPU-0098,MIC,1,=,ug/mL,1.216,5.915,,Candida albicans,ATCC 90029,,,microbroth dilution method according to Japanese Society for Medical Mycology,RPMI 1640 buffered with 0.165 M MOPS (pH 7.0),,,,none,,,,minimum inhibitory concentration,high,PAPER-2002-OHYAMA,Table 4,Table 4 reports F-10748 C1 MIC 1 ug/mL against Candida albicans ATCC 90029.,curated,A1/A2 were not included in Table 4. RPMI-MOPS condition has no serum/protein addition reported.
ACT-2002-OHYAMA-010,PAPU-0099,MIC,2,=,ug/mL,2.426,5.615,,Candida albicans,ATCC 90029,,,microbroth dilution method according to Japanese Society for Medical Mycology,RPMI 1640 buffered with 0.165 M MOPS (pH 7.0),,,,none,,,,minimum inhibitory concentration,high,PAPER-2002-OHYAMA,Table 4,Table 4 reports F-10748 C2 MIC 2 ug/mL against Candida albicans ATCC 90029.,curated,A1/A2 were not included in Table 4. RPMI-MOPS condition has no serum/protein addition reported.
ACT-2002-OHYAMA-011,PAPU-0100,MIC,0.5,=,ug/mL,0.598,6.223,,Candida albicans,ATCC 90029,,,microbroth dilution method according to Japanese Society for Medical Mycology,RPMI 1640 buffered with 0.165 M MOPS (pH 7.0),,,,none,,,,minimum inhibitory concentration,high,PAPER-2002-OHYAMA,Table 4,Table 4 reports F-10748 D1 MIC 0.5 ug/mL against Candida albicans ATCC 90029.,curated,A1/A2 were not included in Table 4. RPMI-MOPS condition has no serum/protein addition reported.
ACT-2002-OHYAMA-012,PAPU-0101,MIC,4,=,ug/mL,4.771,5.321,,Candida albicans,ATCC 90029,,,microbroth dilution method according to Japanese Society for Medical Mycology,RPMI 1640 buffered with 0.165 M MOPS (pH 7.0),,,,none,,,,minimum inhibitory concentration,high,PAPER-2002-OHYAMA,Table 4,Table 4 reports F-10748 D2 MIC 4 ug/mL against Candida albicans ATCC 90029.,curated,A1/A2 were not included in Table 4. RPMI-MOPS condition has no serum/protein addition reported.
ACT-2002-OHYAMA-013,PAPU-0096,MIC,2,=,ug/mL,2.474,5.607,,Candida parapsilosis,ATCC 90018,,,microbroth dilution method according to Japanese Society for Medical Mycology,RPMI 1640 buffered with 0.165 M MOPS (pH 7.0),,,,none,,,,minimum inhibitory concentration,high,PAPER-2002-OHYAMA,Table 4,Table 4 reports F-10748 B1 MIC 2 ug/mL against Candida parapsilosis ATCC 90018.,curated,A1/A2 were not included in Table 4. RPMI-MOPS condition has no serum/protein addition reported.
ACT-2002-OHYAMA-014,PAPU-0097,MIC,2,=,ug/mL,2.468,5.608,,Candida parapsilosis,ATCC 90018,,,microbroth dilution method according to Japanese Society for Medical Mycology,RPMI 1640 buffered with 0.165 M MOPS (pH 7.0),,,,none,,,,minimum inhibitory concentration,high,PAPER-2002-OHYAMA,Table 4,Table 4 reports F-10748 B2 MIC 2 ug/mL against Candida parapsilosis ATCC 90018.,curated,A1/A2 were not included in Table 4. RPMI-MOPS condition has no serum/protein addition reported.
ACT-2002-OHYAMA-015,PAPU-0098,MIC,1,=,ug/mL,1.216,5.915,,Candida parapsilosis,ATCC 90018,,,microbroth dilution method according to Japanese Society for Medical Mycology,RPMI 1640 buffered with 0.165 M MOPS (pH 7.0),,,,none,,,,minimum inhibitory concentration,high,PAPER-2002-OHYAMA,Table 4,Table 4 reports F-10748 C1 MIC 1 ug/mL against Candida parapsilosis ATCC 90018.,curated,A1/A2 were not included in Table 4. RPMI-MOPS condition has no serum/protein addition reported.
ACT-2002-OHYAMA-016,PAPU-0099,MIC,1,=,ug/mL,1.213,5.916,,Candida parapsilosis,ATCC 90018,,,microbroth dilution method according to Japanese Society for Medical Mycology,RPMI 1640 buffered with 0.165 M MOPS (pH 7.0),,,,none,,,,minimum inhibitory concentration,high,PAPER-2002-OHYAMA,Table 4,Table 4 reports F-10748 C2 MIC 1 ug/mL against Candida parapsilosis ATCC 90018.,curated,A1/A2 were not included in Table 4. RPMI-MOPS condition has no serum/protein addition reported.
ACT-2002-OHYAMA-017,PAPU-0100,MIC,0.5,=,ug/mL,0.598,6.223,,Candida parapsilosis,ATCC 90018,,,microbroth dilution method according to Japanese Society for Medical Mycology,RPMI 1640 buffered with 0.165 M MOPS (pH 7.0),,,,none,,,,minimum inhibitory concentration,high,PAPER-2002-OHYAMA,Table 4,Table 4 reports F-10748 D1 MIC 0.5 ug/mL against Candida parapsilosis ATCC 90018.,curated,A1/A2 were not included in Table 4. RPMI-MOPS condition has no serum/protein addition reported.
ACT-2002-OHYAMA-018,PAPU-0101,MIC,2,=,ug/mL,2.385,5.623,,Candida parapsilosis,ATCC 90018,,,microbroth dilution method according to Japanese Society for Medical Mycology,RPMI 1640 buffered with 0.165 M MOPS (pH 7.0),,,,none,,,,minimum inhibitory concentration,high,PAPER-2002-OHYAMA,Table 4,Table 4 reports F-10748 D2 MIC 2 ug/mL against Candida parapsilosis ATCC 90018.,curated,A1/A2 were not included in Table 4. RPMI-MOPS condition has no serum/protein addition reported.
ACT-2002-OHYAMA-019,PAPU-0096,MIC,8,=,ug/mL,9.896,5.005,,Candida tropicalis,SANK 59263,,,microbroth dilution method according to Japanese Society for Medical Mycology,RPMI 1640 buffered with 0.165 M MOPS (pH 7.0),,,,none,,,,minimum inhibitory concentration,high,PAPER-2002-OHYAMA,Table 4,Table 4 reports F-10748 B1 MIC 8 ug/mL against Candida tropicalis SANK 59263.,curated,A1/A2 were not included in Table 4. RPMI-MOPS condition has no serum/protein addition reported.
ACT-2002-OHYAMA-020,PAPU-0097,MIC,64,=,ug/mL,78.973,4.103,,Candida tropicalis,SANK 59263,,,microbroth dilution method according to Japanese Society for Medical Mycology,RPMI 1640 buffered with 0.165 M MOPS (pH 7.0),,,,none,,,,minimum inhibitory concentration,high,PAPER-2002-OHYAMA,Table 4,Table 4 reports F-10748 B2 MIC 64 ug/mL against Candida tropicalis SANK 59263.,curated,A1/A2 were not included in Table 4. RPMI-MOPS condition has no serum/protein addition reported.
