dataset_version,pretraining_compound_id,source_compound_id,compound_name,pretraining_source_class,pretraining_binary_label,label_confidence,sample_weight,background_subtype,compound_family,mw_band,canonical_smiles_rdkit,inchikey,molecular_formula,murcko_scaffold_smiles,ecfp4_on_bits,exact_mw_rdkit,mol_wt_rdkit,clogp_rdkit,mol_mr_rdkit,tpsa_rdkit,hbd_rdkit,hba_rdkit,rotb_rdkit,heavy_atom_count_rdkit,hetero_atom_count_rdkit,ring_count_rdkit,aromatic_ring_count_rdkit,aliphatic_ring_count_rdkit,fsp3_rdkit,formal_charge_rdkit,stereo_centers_total_rdkit,stereo_centers_assigned_rdkit,stereo_centers_unassigned_rdkit
fks_pretraining_dataset_v0_1,BG-CHEMBL-0138,CHEMBL6266,CHEMBL6266,background_chembl_property_stratified_decoy,0,background_decoy,0.55,chembl_property_stratified_decoy,chembl_general_background,600-900,c1ccc2c(c1)c1cc[n+]2Cc2ccc(cc2)-c2ccc(cc2)C[n+]2ccc(c3ccccc32)NCCCCCCCCCCN1,NVFMGTWRSCHMNV-UHFFFAOYSA-P,C42H46N4+2,c1ccc2c(c1)c1cc[n+]2Cc2ccc(cc2)-c2ccc(cc2)C[n+]2ccc(c3ccccc32)NCCCCCCCCCCN1,36,606.37115031218,606.858,9.289800000000001,192.2833999999994,31.82,2,2,0,46,4,10,6,4,0.2857142857142857,2,0,0,0
fks_pretraining_dataset_v0_1,BG-CHEMBL-0139,CHEMBL6212,CHEMBL6212,background_chembl_property_stratified_decoy,0,background_decoy,0.55,chembl_property_stratified_decoy,chembl_general_background,600-900,c1ccc(C[n+]2ccc(NCCCCCCCCCCNc3cc[n+](Cc4ccccc4)c4ccccc34)c3ccccc32)cc1,JFTHHZLVWUKENE-UHFFFAOYSA-P,C42H48N4+2,c1ccc(C[n+]2ccc(NCCCCCCCCCCNc3cc[n+](Cc4ccccc4)c4ccccc34)c3ccccc32)cc1,34,608.38680037618,608.8740000000001,9.309400000000002,193.2893999999994,31.819999999999997,2,2,17,46,4,6,6,0,0.2857142857142857,2,0,0,0
fks_pretraining_dataset_v0_1,BG-CHEMBL-0140,CHEMBL258254,CHEMBL258254,background_chembl_property_stratified_decoy,0,background_decoy,0.55,chembl_property_stratified_decoy,chembl_general_background,600-900,C1=C\c2ccc(cc2)C[n+]2ccc(c3ccccc32)NCCCCCCCCCCNc2cc[n+](c3ccccc23)Cc2ccc/1cc2,XEMPJHUQLPZELF-RJBHHOQMSA-P,C44H48N4+2,C1=C\c2ccc(cc2)C[n+]2ccc(c3ccccc32)NCCCCCCCCCCNc2cc[n+](c3ccccc23)Cc2ccc/1cc2,38,632.38680037618,632.8960000000003,9.793199999999999,202.2173999999994,31.819999999999997,2,2,0,48,4,9,6,3,0.2727272727272727,2,0,0,0
fks_pretraining_dataset_v0_1,BG-CHEMBL-0141,CHEMBL266885,CHEMBL266885,background_chembl_property_stratified_decoy,0,background_decoy,0.55,chembl_property_stratified_decoy,chembl_general_background,600-900,c1ccc2c(c1)c1cc[n+]2Cc2ccc(cc2)CCc2ccc(cc2)C[n+]2ccc(c3ccccc32)NCCCCCCCCCCN1,PWKOKPCVDQPYGH-UHFFFAOYSA-P,C44H50N4+2,c1ccc2c(c1)c1cc[n+]2Cc2ccc(cc2)CCc2ccc(cc2)C[n+]2ccc(c3ccccc32)NCCCCCCCCCCN1,36,634.40245044018,634.9119999999997,9.408000000000001,200.69739999999933,31.82,2,2,0,48,4,10,6,4,0.3181818181818182,2,0,0,0
fks_pretraining_dataset_v0_1,BG-CHEMBL-0142,CHEMBL446445,UCL-1530,background_chembl_property_stratified_decoy,0,background_decoy,0.55,chembl_property_stratified_decoy,chembl_general_background,600-900,c1ccc2c(c1)c1cc[n+]2Cc2ccc(cc2)Cc2ccc(cc2)C[n+]2ccc(c3ccccc32)NCCCCCCCCCCN1,SXDHPHPRCINSFL-UHFFFAOYSA-P,C43H48N4+2,c1ccc2c(c1)c1cc[n+]2Cc2ccc(cc2)Cc2ccc(cc2)C[n+]2ccc(c3ccccc32)NCCCCCCCCCCN1,36,620.38680037618,620.8849999999998,9.213600000000001,196.09539999999936,31.82,2,2,0,47,4,10,6,4,0.3023255813953488,2,0,0,0
fks_pretraining_dataset_v0_1,BG-CHEMBL-0143,CHEMBL6207,CHEMBL6207,background_chembl_property_stratified_decoy,0,background_decoy,0.55,chembl_property_stratified_decoy,chembl_general_background,600-900,c1ccc2c(c1)c1cc[n+]2Cc2ccc3c(c2)Cc2cc(ccc2-3)C[n+]2ccc(c3ccccc32)NCCCCCCCCCCN1,XTPOJZQDRYWGAK-UHFFFAOYSA-P,C43H46N4+2,c1ccc2c(c1)c1cc[n+]2Cc2ccc3c(c2)Cc2cc(ccc2-3)C[n+]2ccc(c3ccccc32)NCCCCCCCCCCN1,42,618.37115031218,618.8689999999998,9.194000000000003,195.0893999999994,31.82,2,2,0,47,4,9,6,3,0.3023255813953488,2,0,0,0
fks_pretraining_dataset_v0_1,BG-CHEMBL-0144,CHEMBL216458,ALPHA-BUNGAROTOXIN,background_chembl_property_stratified_decoy,0,background_decoy,0.55,chembl_property_stratified_decoy,chembl_general_background,600-900,C=C(C=O)C[C@H]1C[C@H](O)[C@]2(C)O[C@@H]3C[C@@H]4O[C@@H]5C[C@]6(C)O[C@]7(C)CC[C@@H]8O[C@@H]9C[C@]%10(C)O[C@@H]%11C(C)=CC(=O)O[C@H]%11C[C@H]%10O[C@H]9C[C@@H](C)[C@H]8O[C@H]7C[C@H]6O[C@@]5(C)C/C=C\[C@H]4O[C@H]3C[C@H]2O1,LYTCVQQGCSNFJU-LKGYBJPKSA-N,C50H70O14,O=C1C=C[C@H]2OC3C[C@H]4O[C@H]5CCC6OC7C[C@H]8O[C@H]9C[C@H]%10OC%11CCCO[C@@H]%11C[C@@H]%10O[C@@H]9/C=C\CC8O[C@@H]7C[C@@H]6O[C@@H]5CC[C@@H]4O[C@@H]3C[C@@H]2O1,89,894.4765569200001,895.0960000000001,5.472100000000008,228.25079999999915,155.89999999999998,1,14,3,64,14,11,0,11,0.84,0,23,23,0
fks_pretraining_dataset_v0_1,BG-CHEMBL-0145,CHEMBL266886,CHEMBL266886,background_chembl_property_stratified_decoy,0,background_decoy,0.55,chembl_property_stratified_decoy,chembl_general_background,600-900,CCC(C)(C)NC(=O)OCC1CN(C(=O)c2cc(OC)c(OC)c(OC)c2)CCN1C(=O)c1cc(OC)c(OC)c(OC)c1,LKBCROIQZFFNCS-UHFFFAOYSA-N,C31H43N3O10,O=C(c1ccccc1)N1CCN(C(=O)c2ccccc2)CC1,53,617.2948445759998,617.6960000000003,3.6198000000000023,161.77769999999964,134.33,1,10,12,44,13,3,2,1,0.5161290322580645,0,1,0,1
fks_pretraining_dataset_v0_1,BG-CHEMBL-0146,CHEMBL269132,CHEMBL269132,background_chembl_property_stratified_decoy,0,background_decoy,0.55,chembl_property_stratified_decoy,chembl_general_background,600-900,COc1cc(C(=O)N2CCN(C(=O)c3cc(OC)c(OC)c(OC)c3)C(COC(=O)NC(C)CC(C)C)C2)cc(OC)c1OC,VJAMGEUEUBUVCW-UHFFFAOYSA-N,C32H45N3O10,O=C(c1ccccc1)N1CCN(C(=O)c2ccccc2)CC1,54,631.31049464,631.7230000000002,3.865800000000003,166.32469999999958,134.33,1,10,13,45,13,3,2,1,0.53125,0,2,0,2
fks_pretraining_dataset_v0_1,BG-CHEMBL-0147,CHEMBL269133,CHEMBL269133,background_chembl_property_stratified_decoy,0,background_decoy,0.55,chembl_property_stratified_decoy,chembl_general_background,600-900,CCCC(C)NC(=O)OCC1CN(C(=O)c2cc(OC)c(OC)c(OC)c2)CCN1C(=O)c1cc(OC)c(OC)c(OC)c1,SGVUFQYRNRMBDS-UHFFFAOYSA-N,C31H43N3O10,O=C(c1ccccc1)N1CCN(C(=O)c2ccccc2)CC1,54,617.2948445759998,617.6960000000003,3.6198000000000023,161.77769999999964,134.33,1,10,13,44,13,3,2,1,0.5161290322580645,0,2,0,2
fks_pretraining_dataset_v0_1,BG-CHEMBL-0148,CHEMBL269134,CHEMBL269134,background_chembl_property_stratified_decoy,0,background_decoy,0.55,chembl_property_stratified_decoy,chembl_general_background,600-900,COc1cc(C(=O)N2CCN(C(=O)c3cc(OC)c(OC)c(OC)c3)C(COC(=O)NCC(C)(C)C)C2)cc(OC)c1OC,ZJUIACXULIBYQJ-UHFFFAOYSA-N,C31H43N3O10,O=C(c1ccccc1)N1CCN(C(=O)c2ccccc2)CC1,52,617.294844576,617.6960000000003,3.4773000000000023,161.72969999999964,134.33,1,10,11,44,13,3,2,1,0.5161290322580645,0,1,0,1
fks_pretraining_dataset_v0_1,BG-CHEMBL-0149,CHEMBL6359,CHEMBL6359,background_chembl_property_stratified_decoy,0,background_decoy,0.55,chembl_property_stratified_decoy,chembl_general_background,600-900,COc1cc(C(=O)N2CCN(C(=O)c3cc(OC)c(OC)c(OC)c3)C(COC(=O)NC(C)(C)C)C2)cc(OC)c1OC,SOMBNBNRGKHTPF-UHFFFAOYSA-N,C30H41N3O10,O=C(c1ccccc1)N1CCN(C(=O)c2ccccc2)CC1,50,603.2791945119999,603.6690000000003,3.229700000000002,157.1606999999997,134.33,1,10,10,43,13,3,2,1,0.5,0,1,0,1
fks_pretraining_dataset_v0_1,BG-CHEMBL-0150,CHEMBL6211,CHEMBL6211,background_chembl_property_stratified_decoy,0,background_decoy,0.55,chembl_property_stratified_decoy,chembl_general_background,600-900,CCCCCCCC(=O)OCC1CN(C(=O)c2cc(OC)c(OC)c(OC)c2)CCN1C(=O)c1cc(OC)c(OC)c(OC)c1,HRAVCYOABUOCGK-UHFFFAOYSA-N,C33H46N2O10,O=C(c1ccccc1)N1CCN(C(=O)c2ccccc2)CC1,52,630.315245672,630.7350000000002,4.608700000000004,167.25899999999956,122.30000000000003,0,10,16,45,12,3,2,1,0.5454545454545454,0,1,0,1
fks_pretraining_dataset_v0_1,BG-CHEMBL-0151,CHEMBL266184,CHEMBL266184,background_chembl_property_stratified_decoy,0,background_decoy,0.55,chembl_property_stratified_decoy,chembl_general_background,600-900,CCCCCCCCCC(=O)OCC1CN(C(=O)c2cc(OC)c(OC)c(OC)c2)CCN1C(=O)c1cc(OC)c(OC)c(OC)c1,OYHTTZDJDLVHDP-UHFFFAOYSA-N,C35H50N2O10,O=C(c1ccccc1)N1CCN(C(=O)c2ccccc2)CC1,52,658.3465458000001,658.7890000000003,5.388900000000006,176.49299999999945,122.30000000000003,0,10,18,47,12,3,2,1,0.5714285714285714,0,1,0,1
fks_pretraining_dataset_v0_1,BG-CHEMBL-0152,CHEMBL24879,CHEMBL24879,background_chembl_property_stratified_decoy,0,background_decoy,0.55,chembl_property_stratified_decoy,chembl_general_background,600-900,CCCCCCCCNC(=O)OCC1CN(C(=O)c2cc(OC)c(OC)c(OC)c2)CCN1C(=O)c1cc(OC)c(OC)c(OC)c1,BSDZFTJWNPWDIZ-UHFFFAOYSA-N,C34H49N3O10,O=C(c1ccccc1)N1CCN(C(=O)c2ccccc2)CC1,55,659.341794768,659.7770000000003,4.791700000000005,175.65069999999946,134.33,1,10,17,47,13,3,2,1,0.5588235294117647,0,1,0,1
fks_pretraining_dataset_v0_1,BG-CHEMBL-0153,CHEMBL227457,CHEMBL227457,background_chembl_property_stratified_decoy,0,background_decoy,0.55,chembl_property_stratified_decoy,chembl_general_background,600-900,CCCCCCCCCCCCCCCCCC(=O)OCC1CN(C(=O)c2cc(OC)c(OC)c(OC)c2)CCN1C(=O)c1cc(OC)c(OC)c(OC)c1,RIPBNIBRYTXDLA-UHFFFAOYSA-N,C43H66N2O10,O=C(c1ccccc1)N1CCN(C(=O)c2ccccc2)CC1,52,770.471746312,771.005,8.509700000000006,213.42899999999915,122.30000000000003,0,10,26,55,12,3,2,1,0.6511627906976745,0,1,0,1
fks_pretraining_dataset_v0_1,BG-CHEMBL-0154,CHEMBL265773,CHEMBL265773,background_chembl_property_stratified_decoy,0,background_decoy,0.55,chembl_property_stratified_decoy,chembl_general_background,600-900,COc1cc(C(=O)N2CCN(C(=O)c3cc(OC)c(OC)c(OC)c3)C(COC(=O)COc3ccc(Cl)cc3)C2)cc(OC)c1OC,XESVLIGJOTXWMD-UHFFFAOYSA-N,C33H37ClN2O11,O=C(COc1ccccc1)OCC1CN(C(=O)c2ccccc2)CCN1C(=O)c1ccccc1,56,672.208587684,673.1150000000002,3.9806000000000035,170.8299999999995,131.53,0,11,13,47,14,4,3,1,0.36363636363636365,0,1,0,1
fks_pretraining_dataset_v0_1,BG-CHEMBL-0155,CHEMBL414696,CHEMBL414696,background_chembl_property_stratified_decoy,0,background_decoy,0.55,chembl_property_stratified_decoy,chembl_general_background,600-900,COc1cc(C(=O)N2CCN(C(=O)c3cc(OC)c(OC)c(OC)c3)C(COC(=O)COc3ccc(F)cc3)C2)cc(OC)c1OC,XHWFWJNBJZSGFU-UHFFFAOYSA-N,C33H37FN2O11,O=C(COc1ccccc1)OCC1CN(C(=O)c2ccccc2)CCN1C(=O)c1ccccc1,56,656.238138224,656.6600000000002,3.466300000000002,165.77799999999954,131.53,0,11,13,47,14,4,3,1,0.36363636363636365,0,1,0,1
fks_pretraining_dataset_v0_1,BG-CHEMBL-0156,CHEMBL268597,CHEMBL268597,background_chembl_property_stratified_decoy,0,background_decoy,0.55,chembl_property_stratified_decoy,chembl_general_background,600-900,COc1cc(C(=O)N2CCN(C(=O)c3cc(OC)c(OC)c(OC)c3)C(COC(=O)C3CCCCC3)C2)cc(OC)c1OC,BLDZWCUVWBMDLL-UHFFFAOYSA-N,C32H42N2O10,O=C(OCC1CN(C(=O)c2ccccc2)CCN1C(=O)c1ccccc1)C1CCCCC1,50,614.283945544,614.6920000000003,3.8285000000000027,160.45799999999966,122.30000000000001,0,10,11,44,12,4,2,2,0.53125,0,1,0,1
fks_pretraining_dataset_v0_1,BG-CHEMBL-0157,CHEMBL6270,CHEMBL6270,background_chembl_property_stratified_decoy,0,background_decoy,0.55,chembl_property_stratified_decoy,chembl_general_background,600-900,CCC(CC)C(=O)OCC1CN(C(=O)c2cc(OC)c(OC)c(OC)c2)CCN1C(=O)c1cc(OC)c(OC)c(OC)c1,ZBRLGJYJSHQDOY-UHFFFAOYSA-N,C31H42N2O10,O=C(c1ccccc1)N1CCN(C(=O)c2ccccc2)CC1,48,602.283945544,602.6810000000003,3.684400000000003,157.95499999999967,122.30000000000003,0,10,13,43,12,3,2,1,0.5161290322580645,0,1,0,1
fks_pretraining_dataset_v0_1,BG-CHEMBL-0158,CHEMBL204021,DARAPLADIB,background_chembl_property_stratified_decoy,0,background_decoy,0.55,chembl_property_stratified_decoy,chembl_general_background,600-900,CCN(CC)CCN(Cc1ccc(-c2ccc(C(F)(F)F)cc2)cc1)C(=O)Cn1c(SCc2ccc(F)cc2)nc(=O)c2c1CCC2,WDPFJWLDPVQCAJ-UHFFFAOYSA-N,C36H38F4N4O2S,O=C(Cn1c(SCc2ccccc2)nc(=O)c2c1CCC2)NCc1ccc(-c2ccccc2)cc1,70,666.265160336,666.785,7.219800000000008,176.56799999999953,58.440000000000005,0,5,13,47,11,5,4,1,0.3611111111111111,0,0,0,0
fks_pretraining_dataset_v0_1,BG-CHEMBL-0159,CHEMBL266222,CHEMBL266222,background_chembl_property_stratified_decoy,0,background_decoy,0.55,chembl_property_stratified_decoy,chembl_general_background,600-900,CC[C@H](NC(=O)[C@H](CC1CCCCC1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)c1cnccn1)[C@@H](C)CC)C(=O)C(=O)N[C@@H](CCCCN)C(=O)O,PFHINVNYVSTJQP-VAZFOVGVSA-N,C37H60N8O8,O=C(CNC(=O)CNC(=O)c1cnccn1)NCCC1CCCCC1,76,744.4534108800001,744.9349999999997,1.7695000000000056,196.95019999999946,251.67,7,10,23,53,16,2,1,1,0.7027027027027027,0,6,6,0
fks_pretraining_dataset_v0_1,BG-CHEMBL-0160,CHEMBL6263,CHEMBL6263,background_chembl_property_stratified_decoy,0,background_decoy,0.55,chembl_property_stratified_decoy,chembl_general_background,600-900,CCCCCN(CCCCC)C(=O)OCC1CN(C(=O)c2cc(OC)c(OC)c(OC)c2)CCN1C(=O)c1cc(OC)c(OC)c(OC)c1,AKUMVPRSWUGFHR-UHFFFAOYSA-N,C36H53N3O10,O=C(c1ccccc1)N1CCN(C(=O)c2ccccc2)CC1,54,687.3730948960001,687.8310000000002,5.524000000000006,184.89499999999936,125.54,0,10,18,49,13,3,2,1,0.5833333333333334,0,1,0,1
fks_pretraining_dataset_v0_1,BG-CHEMBL-0161,CHEMBL6319,CHEMBL6319,background_chembl_property_stratified_decoy,0,background_decoy,0.55,chembl_property_stratified_decoy,chembl_general_background,600-900,CCCCN(CCCC)C(=O)OCC1CN(C(=O)c2cc(OC)c(OC)c(OC)c2)CCN1C(=O)c1cc(OC)c(OC)c(OC)c1,KOMAGQAIKGCREJ-UHFFFAOYSA-N,C34H49N3O10,O=C(c1ccccc1)N1CCN(C(=O)c2ccccc2)CC1,53,659.341794768,659.7770000000003,4.743800000000005,175.66099999999943,125.54,0,10,16,47,13,3,2,1,0.5588235294117647,0,1,0,1
fks_pretraining_dataset_v0_1,BG-CHEMBL-0162,CHEMBL269131,CHEMBL269131,background_chembl_property_stratified_decoy,0,background_decoy,0.55,chembl_property_stratified_decoy,chembl_general_background,600-900,CCCN(CCC)C(=O)OCC1CN(C(=O)c2cc(OC)c(OC)c(OC)c2)CCN1C(=O)c1cc(OC)c(OC)c(OC)c1,HZWQZAAOTLGOMR-UHFFFAOYSA-N,C32H45N3O10,O=C(c1ccccc1)N1CCN(C(=O)c2ccccc2)CC1,51,631.31049464,631.7230000000003,3.963600000000003,166.42699999999957,125.54,0,10,14,45,13,3,2,1,0.53125,0,1,0,1
fks_pretraining_dataset_v0_1,BG-CHEMBL-0163,CHEMBL6322,PMS-601,background_chembl_property_stratified_decoy,0,background_decoy,0.55,chembl_property_stratified_decoy,chembl_general_background,600-900,CCN(CC)C(=O)OCC1CN(C(=O)c2cc(OC)c(OC)c(OC)c2)CCN1C(=O)c1cc(OC)c(OC)c(OC)c1,QKSXEJNMSRTCRE-UHFFFAOYSA-N,C30H41N3O10,O=C(c1ccccc1)N1CCN(C(=O)c2ccccc2)CC1,49,603.2791945119999,603.6690000000003,3.1834000000000024,157.1929999999997,125.54,0,10,12,43,13,3,2,1,0.5,0,1,0,1
fks_pretraining_dataset_v0_1,BG-CHEMBL-0164,CHEMBL267357,CHEMBL267357,background_chembl_property_stratified_decoy,0,background_decoy,0.55,chembl_property_stratified_decoy,chembl_general_background,600-900,COc1cc(NC(=O)OCC2CN(C(=O)c3cc(OC)c(OC)c(OC)c3)CCN2C(=O)c2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC,WKNNLSGOPCKNBX-UHFFFAOYSA-N,C35H43N3O13,O=C(Nc1ccccc1)OCC1CN(C(=O)c2ccccc2)CCN1C(=O)c1ccccc1,49,713.2795884359999,713.7370000000002,3.9795000000000025,183.99269999999947,162.01999999999998,1,13,14,51,16,4,3,1,0.4,0,1,0,1
fks_pretraining_dataset_v0_1,BG-CHEMBL-0165,CHEMBL380444,CHEMBL380444,background_chembl_property_stratified_decoy,0,background_decoy,0.55,chembl_property_stratified_decoy,chembl_general_background,600-900,CCC(CC)NC(=O)OCC1CN(C(=O)c2cc(OC)c(OC)c(OC)c2)CCN1C(=O)c1cc(OC)c(OC)c(OC)c1,SBHBWISDHLCEJR-UHFFFAOYSA-N,C31H43N3O10,O=C(c1ccccc1)N1CCN(C(=O)c2ccccc2)CC1,52,617.2948445759998,617.6960000000003,3.6198000000000023,161.77769999999964,134.33,1,10,13,44,13,3,2,1,0.5161290322580645,0,1,0,1
fks_pretraining_dataset_v0_1,BG-CHEMBL-0166,CHEMBL204022,CHEMBL204022,background_chembl_property_stratified_decoy,0,background_decoy,0.55,chembl_property_stratified_decoy,chembl_general_background,600-900,CCC(C)CNC(=O)OCC1CN(C(=O)c2cc(OC)c(OC)c(OC)c2)CCN1C(=O)c1cc(OC)c(OC)c(OC)c1,OQXNKIVBKDLXLO-UHFFFAOYSA-N,C31H43N3O10,O=C(c1ccccc1)N1CCN(C(=O)c2ccccc2)CC1,55,617.2948445759998,617.6960000000003,3.4773000000000023,161.72969999999964,134.33,1,10,13,44,13,3,2,1,0.5161290322580645,0,2,0,2
fks_pretraining_dataset_v0_1,BG-CHEMBL-0167,CHEMBL6350,CHEMBL6350,background_chembl_property_stratified_decoy,0,background_decoy,0.55,chembl_property_stratified_decoy,chembl_general_background,600-900,CCCCC(CC)CNC(=O)OCC1CN(C(=O)c2cc(OC)c(OC)c(OC)c2)CCN1C(=O)c1cc(OC)c(OC)c(OC)c1,RRRURLRTEPJQRT-UHFFFAOYSA-N,C34H49N3O10,O=C(c1ccccc1)N1CCN(C(=O)c2ccccc2)CC1,59,659.341794768,659.7770000000003,4.647600000000004,175.58069999999947,134.33,1,10,16,47,13,3,2,1,0.5588235294117647,0,2,0,2
fks_pretraining_dataset_v0_1,BG-CHEMBL-0168,CHEMBL6202,CHEMBL6202,background_chembl_property_stratified_decoy,0,background_decoy,0.55,chembl_property_stratified_decoy,chembl_general_background,600-900,COc1cc(C(=O)N2CCN(C(=O)c3cc(OC)c(OC)c(OC)c3)C(COC(=O)NCCC(C)C)C2)cc(OC)c1OC,DFMYYPWUKJDYRZ-UHFFFAOYSA-N,C31H43N3O10,O=C(c1ccccc1)N1CCN(C(=O)c2ccccc2)CC1,53,617.294844576,617.6960000000003,3.4773000000000023,161.72969999999964,134.33,1,10,13,44,13,3,2,1,0.5161290322580645,0,1,0,1
fks_pretraining_dataset_v0_1,BG-CHEMBL-0169,CHEMBL258053,CHEMBL258053,background_chembl_property_stratified_decoy,0,background_decoy,0.55,chembl_property_stratified_decoy,chembl_general_background,600-900,COc1cc(C(=O)N2CCN(C(=O)c3cc(OC)c(OC)c(OC)c3)C(COC(=O)NC(C)C(C)C)C2)cc(OC)c1OC,YMQNGBBYGZIAGG-UHFFFAOYSA-N,C31H43N3O10,O=C(c1ccccc1)N1CCN(C(=O)c2ccccc2)CC1,52,617.294844576,617.6960000000001,3.4757000000000025,161.70769999999965,134.33,1,10,12,44,13,3,2,1,0.5161290322580645,0,2,0,2
fks_pretraining_dataset_v0_1,BG-CHEMBL-0170,CHEMBL6203,CHEMBL6203,background_chembl_property_stratified_decoy,0,background_decoy,0.55,chembl_property_stratified_decoy,chembl_general_background,600-900,COc1cc(C(=O)N2CCN(C(=O)c3cc(OC)c(OC)c(OC)c3)C(COC(=O)c3ccccc3Cl)C2)cc(OC)c1OC,YYOKEEFYTIKJOO-UHFFFAOYSA-N,C32H35ClN2O10,O=C(OCC1CN(C(=O)c2ccccc2)CCN1C(=O)c1ccccc1)c1ccccc1,54,642.1980229999999,643.0890000000002,4.215400000000004,164.65849999999955,122.30000000000001,0,10,11,45,13,4,3,1,0.34375,0,1,0,1
fks_pretraining_dataset_v0_1,BG-CHEMBL-0171,CHEMBL258253,CHEMBL258253,background_chembl_property_stratified_decoy,0,background_decoy,0.55,chembl_property_stratified_decoy,chembl_general_background,600-900,CCCCCC(=O)OCC1CN(C(=O)c2cc(OC)c(OC)c(OC)c2)CCN1C(=O)c1cc(OC)c(OC)c(OC)c1,URTKPOVVQZNBPW-UHFFFAOYSA-N,C31H42N2O10,O=C(c1ccccc1)N1CCN(C(=O)c2ccccc2)CC1,51,602.283945544,602.6810000000003,3.8285000000000027,158.02499999999966,122.30000000000003,0,10,14,43,12,3,2,1,0.5161290322580645,0,1,0,1
fks_pretraining_dataset_v0_1,BG-CHEMBL-0172,CHEMBL6232,CHEMBL6232,background_chembl_property_stratified_decoy,0,background_decoy,0.55,chembl_property_stratified_decoy,chembl_general_background,600-900,COc1cc(C(=O)N2CCN(C(=O)c3cc(OC)c(OC)c(OC)c3)C(COC(=O)CC(C)(C)C)C2)cc(OC)c1OC,ZVGSBMSQLRSOHN-UHFFFAOYSA-N,C31H42N2O10,O=C(c1ccccc1)N1CCN(C(=O)c2ccccc2)CC1,49,602.283945544,602.6810000000004,3.684400000000003,157.95499999999967,122.30000000000001,0,10,11,43,12,3,2,1,0.5161290322580645,0,1,0,1
fks_pretraining_dataset_v0_1,BG-CHEMBL-0173,CHEMBL6227,CHEMBL6227,background_chembl_property_stratified_decoy,0,background_decoy,0.55,chembl_property_stratified_decoy,chembl_general_background,600-900,Cc1nccn1CCCCc1ccc(CC(=O)N[C@H](CO)Cc2ccc(OCCC3CCCCC3)c(CCCCN)c2)cc1,POMULZQWVZXZEN-DHUJRADRSA-N,C37H54N4O3,O=C(Cc1ccc(CCCCn2ccnc2)cc1)NCCc1ccc(OCCC2CCCCC2)cc1,76,602.419591588,602.8640000000003,6.107320000000006,177.88989999999953,102.4,3,5,19,44,7,4,3,1,0.5675675675675675,0,1,1,0
fks_pretraining_dataset_v0_1,BG-CHEMBL-0174,CHEMBL269340,CHEMBL269340,background_chembl_property_stratified_decoy,0,background_decoy,0.55,chembl_property_stratified_decoy,chembl_general_background,600-900,CCCCNC(=O)OCC1CN(C(=O)c2cc(OC)c(OC)c(OC)c2)CCN1C(=O)c1cc(OC)c(OC)c(OC)c1,KFLCKESTWZJUOI-UHFFFAOYSA-N,C30H41N3O10,O=C(c1ccccc1)N1CCN(C(=O)c2ccccc2)CC1,53,603.2791945119999,603.6690000000003,3.231300000000002,157.18269999999967,134.33,1,10,13,43,13,3,2,1,0.5,0,1,0,1
fks_pretraining_dataset_v0_1,BG-CHEMBL-0175,CHEMBL448105,CHEMBL448105,background_chembl_property_stratified_decoy,0,background_decoy,0.55,chembl_property_stratified_decoy,chembl_general_background,600-900,CC(C)C[C@H](NC(=O)[C@H](C)N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(N)=O,VWRQXSZGVCPPJA-LXPLJTSZSA-N,C39H66N10O11,c1ccccc1,57,850.491252932,851.0159999999996,-3.6135000000000064,219.83049999999963,359.5199999999999,13,13,27,60,21,1,1,0,0.6410256410256411,0,8,8,0
fks_pretraining_dataset_v0_1,BG-CHEMBL-0176,CHEMBL383864,CHEMBL383864,background_chembl_property_stratified_decoy,0,background_decoy,0.55,chembl_property_stratified_decoy,chembl_general_background,900-1300,COCCc1ccc(OCC(O)CN(CC(O)COc2ccc(CCOC)cc2)C(C)COCC(C)OCC(C)OCC(C)N(CC(O)COc2ccc(CCOC)cc2)CC(O)COc2ccc(CCOC)cc2)cc1,XOEBUOXJYQKVKG-UHFFFAOYSA-N,C60H92N2O15,c1ccc(OCCCN(CCCOc2ccccc2)CCOCCOCCOCCN(CCCOc2ccccc2)CCCOc2ccccc2)cc1,46,1080.6497702440001,1081.3949999999995,5.709400000000012,297.8121999999998,188.92999999999995,4,17,44,77,17,4,4,0,0.6,0,8,0,8
